unit,items,value_count,average_placement
TFT7_Aatrox,"None, None, None",36677,4.5
TFT7_Aatrox,"None, None, TitanicHydra",13,4.77
TFT7_Aatrox,"None, None, ShimmerscaleDeterminedInvestor",16,7.44
TFT7_Anivia,"None, None, None",35896,4.5
TFT7_Anivia,"None, None, Zephyr",17,4.65
TFT7_Anivia,"None, None, StatikkShiv",23,4.83
TFT7_Anivia,"Morellonomicon, None, None",18,5.0
TFT7_Anivia,"ArchangelsStaff, MadredsBloodrazor, SpearOfShojin",12,5.0
TFT7_AoShin,"ArchangelsStaff, OrnnZhonyasParadox, SpearOfShojin",23,1.96
TFT7_AoShin,"ArchangelsStaff, JeweledGauntlet, MadredsBloodrazor",14,2.07
TFT7_AoShin,"ArchangelsStaff, GuardianAngel, SpearOfShojin",33,2.7
TFT7_AoShin,"RabadonsDeathcap, SpearOfShojin, UnstableConcoction",14,2.71
TFT7_AoShin,"ArchangelsStaff, HextechGunblade, JeweledGauntlet",17,2.76
TFT7_Ashe,"LastWhisper, None, None",13,4.0
TFT7_Ashe,"Chalice, None, None",18,4.06
TFT7_Ashe,"None, None, Zephyr",43,4.14
TFT7_Ashe,"Morellonomicon, None, None",17,4.24
TFT7_Ashe,"None, None, Shroud",24,4.29
TFT7_AurelionSol,"None, None, None",36540,4.5
TFT7_AurelionSol,"MageEmblemItem, None, None",12,4.67
TFT7_AurelionSol,"ArchangelsStaff, MageEmblemItem, SpearOfShojin",32,4.81
TFT7_AurelionSol,"ArchangelsStaff, JeweledGauntlet, SpearOfShojin",12,5.17
TFT7_AurelionSol,"ArchangelsStaff, HextechGunblade, MageEmblemItem",14,5.29
TFT7_Bard,"None, None, ThiefsGloves",14,1.29
TFT7_Bard,"None, PowerGauntlet, ZekesHerald",20,2.4
TFT7_Bard,"FrozenHeart, None, None",24,2.54
TFT7_Bard,"LastWhisper, None, None",36,2.72
TFT7_Bard,"None, None, WarmogsArmor",15,2.8
TFT7_Braum,"None, Redemption, WarmogsArmor",14,3.5
TFT7_Braum,"None, None, Shroud",55,3.78
TFT7_Braum,"DragonsClaw, RedBuff, WarmogsArmor",19,4.0
TFT7_Braum,"None, RedBuff, TitanicHydra",19,4.11
TFT7_Braum,"DragonsClaw, GargoyleStoneplate, RedBuff",19,4.21
TFT7_Corki,"GuinsoosRageblade, RunaansHurricane, StatikkShiv",14,2.93
TFT7_Corki,"Deathblade, RunaansHurricane, UnstableConcoction",12,3.08
TFT7_Corki,"GuinsoosRageblade, StatikkShiv, StatikkShiv",15,3.2
TFT7_Corki,"GuinsoosRageblade, LastWhisper, ShimmerscaleDravensAxe",12,3.33
TFT7_Corki,"GuinsoosRageblade, LastWhisper, StatikkShiv",16,3.44
TFT7_Diana,"IonicSpark, RedBuff, TitansResolve",12,2.33
TFT7_Diana,"FrozenHeart, GuardianAngel, IonicSpark",13,2.77
TFT7_Diana,"FrozenHeart, RabadonsDeathcap, RedBuff",24,2.88
TFT7_Diana,"ArchangelsStaff, FrozenHeart, IonicSpark",31,2.94
TFT7_Diana,"FrozenHeart, IonicSpark, TitansResolve",35,3.03
TFT7_DragonBlue,"Quicksilver, RapidFireCannon, RevelEmblemItem",15,2.87
TFT7_DragonBlue,"Quicksilver, RevelEmblemItem, StatikkShiv",44,2.91
TFT7_DragonBlue,"GuinsoosRageblade, Quicksilver, RevelEmblemItem",119,3.05
TFT7_DragonBlue,"ArchangelsStaff, HextechGunblade, JeweledGauntlet",12,3.25
TFT7_DragonBlue,"GuinsoosRageblade, StatikkShiv, UnstableConcoction",14,3.36
TFT7_DragonGold,"RedBuff, ShimmerscaleDiamondHands, WarmogsArmor",20,2.9
TFT7_DragonGold,"DragonsClaw, RedBuff, ShimmerscaleDiamondHands",13,3.15
TFT7_DragonGold,"GargoyleStoneplate, OrnnEternalWinter, RedBuff",12,3.17
TFT7_DragonGold,"GargoyleStoneplate, WarmogsArmor, WarmogsArmor",14,3.21
TFT7_DragonGold,"DragonsClaw, GargoyleStoneplate, Redemption",15,3.53
TFT7_DragonGreen,"Bloodthirster, InfinityEdge, MadredsBloodrazor",16,3.31
TFT7_DragonGreen,"Bloodthirster, GuardianAngel, GuinsoosRageblade",14,3.36
TFT7_DragonGreen,"Bloodthirster, GuardianAngel, MadredsBloodrazor",19,3.58
TFT7_DragonGreen,"Bloodthirster, GuardianAngel, InfinityEdge",16,3.62
TFT7_DragonGreen,"GuardianAngel, InfinityEdge, UnstableConcoction",15,3.87
TFT7_DragonPurple,"MadredsBloodrazor, Quicksilver, UnstableConcoction",14,2.93
TFT7_DragonPurple,"AssassinEmblemItem, InfinityEdge, RapidFireCannon",20,3.3
TFT7_DragonPurple,"InfinityEdge, Quicksilver, UnstableConcoction",20,3.3
TFT7_DragonPurple,"MadredsBloodrazor, TitansResolve, UnstableConcoction",19,3.42
TFT7_DragonPurple,"AssassinEmblemItem, InfinityEdge, UnstableConcoction",85,3.46
TFT7_Elise,"None, None, ZekesHerald",17,3.76
TFT7_Elise,"Bloodthirster, GuinsoosRageblade, JeweledGauntlet",24,3.79
TFT7_Elise,"ArchangelsStaff, GuinsoosRageblade, UnstableConcoction",26,3.85
TFT7_Elise,"GuinsoosRageblade, Quicksilver, UnstableConcoction",67,3.93
TFT7_Elise,"None, None, Shroud",25,3.96
TFT7_Ezreal,"None, None, Zephyr",14,3.0
TFT7_Ezreal,"None, None, ZekesHerald",12,4.17
TFT7_Ezreal,"None, None, StatikkShiv",20,4.5
TFT7_Ezreal,"None, None, None",36542,4.5
TFT7_Ezreal,"InfinityEdge, JeweledGauntlet, SeraphsEmbrace",21,4.95
TFT7_Gnar,"IonicSpark, None, None",20,2.6
TFT7_Gnar,"ForceOfNature, None, None",12,3.17
TFT7_Gnar,"GargoyleStoneplate, None, None",12,3.25
TFT7_Gnar,"None, None, PowerGauntlet",30,3.4
TFT7_Gnar,"None, None, Zephyr",57,3.61
TFT7_Hecarim,"None, None, ThiefsGloves",19,1.79
TFT7_Hecarim,"Morellonomicon, ThiefsGloves, TitanicHydra",12,3.0
TFT7_Hecarim,"MirageEmblemItem, Morellonomicon, None",13,3.46
TFT7_Hecarim,"None, None, ZekesHerald",43,3.7
TFT7_Hecarim,"Chalice, None, None",25,3.72
TFT7_Heimerdinger,"LastWhisper, None, None",24,2.96
TFT7_Heimerdinger,"Morellonomicon, None, None",13,3.15
TFT7_Heimerdinger,"None, None, TitanicHydra",29,3.38
TFT7_Heimerdinger,"None, None, Zephyr",187,3.4
TFT7_Heimerdinger,"ForceOfNature, None, None",36,3.42
TFT7_Illaoi,"Quicksilver, RabadonsDeathcap, ThiefsGloves",13,3.08
TFT7_Illaoi,"BrambleVest, DragonsClaw, RedBuff",24,3.21
TFT7_Illaoi,"BrambleVest, RedBuff, Redemption",19,3.26
TFT7_Illaoi,"DragonsClaw, FrozenHeart, RedBuff",14,3.29
TFT7_Illaoi,"FrozenHeart, RedBuff, Redemption",17,3.29
TFT7_Jinx,"LastWhisper, None, None",17,3.35
TFT7_Jinx,"None, None, Shroud",39,3.64
TFT7_Jinx,"BFSword, None, None",24,3.92
TFT7_Jinx,"None, None, PowerGauntlet",17,4.24
TFT7_Jinx,"NegatronCloak, None, None",14,4.29
TFT7_Karma,"None, None, Shroud",20,4.35
TFT7_Karma,"None, None, Zephyr",14,4.43
TFT7_Karma,"None, None, None",36443,4.5
TFT7_Karma,"None, None, ZekesHerald",18,4.56
TFT7_Karma,"InfinityEdge, JeweledGauntlet, SeraphsEmbrace",70,4.64
TFT7_Kayn,"None, None, None",36251,4.49
TFT7_Kayn,"None, None, Zephyr",19,4.74
TFT7_Kayn,"FrozenHeart, None, None",79,4.85
TFT7_Kayn,"None, None, Shroud",24,4.96
TFT7_Kayn,"None, None, ZekesHerald",12,5.25
TFT7_LeeSin,"None, None, TitanicHydra",26,3.27
TFT7_LeeSin,"None, None, RagewingEmblemItem",12,4.08
TFT7_LeeSin,"None, None, Shroud",21,4.29
TFT7_LeeSin,"None, None, SparringGloves",14,4.43
TFT7_LeeSin,"None, None, None",36042,4.5
TFT7_Leona,"IonicSpark, None, RedBuff",12,3.83
TFT7_Leona,"GargoyleStoneplate, IonicSpark, RedBuff",13,4.0
TFT7_Leona,"None, None, Shroud",34,4.09
TFT7_Leona,"None, None, Zephyr",20,4.15
TFT7_Leona,"GiantsBelt, None, None",15,4.4
TFT7_Lillia,"None, None, PowerGauntlet",12,3.67
TFT7_Lillia,"ArchangelsStaff, HextechGunblade, IonicSpark",24,3.75
TFT7_Lillia,"JeweledGauntlet, None, None",16,3.75
TFT7_Lillia,"IonicSpark, MadredsBloodrazor, UnstableConcoction",37,3.76
TFT7_Lillia,"ArchangelsStaff, IonicSpark, UnstableConcoction",27,3.78
TFT7_Lulu,"Chalice, PowerGauntlet, ZekesHerald",13,2.23
TFT7_Lulu,"None, PowerGauntlet, Zephyr",12,2.75
TFT7_Lulu,"None, None, RunaansHurricane",20,2.8
TFT7_Lulu,"PowerGauntlet, ZekesHerald, ZekesHerald",18,2.83
TFT7_Lulu,"IonicSpark, None, None",29,2.83
TFT7_Nami,"None, None, ThiefsGloves",23,1.35
TFT7_Nami,"JeweledGauntlet, SpearOfShojin, StatikkShiv",19,2.89
TFT7_Nami,"None, PowerGauntlet, ZekesHerald",22,3.23
TFT7_Nami,"Morellonomicon, None, StatikkShiv",13,3.23
TFT7_Nami,"Chalice, Chalice, None",12,3.25
TFT7_Neeko,"Morellonomicon, Redemption, WarmogsArmor",13,2.85
TFT7_Neeko,"None, None, PowerGauntlet",12,2.92
TFT7_Neeko,"GargoyleStoneplate, Quicksilver, RedBuff",16,3.06
TFT7_Neeko,"FrozenHeart, RedBuff, Redemption",13,3.15
TFT7_Neeko,"RedBuff, Redemption, WarmogsArmor",59,3.15
TFT7_Nidalee,"Deathblade, Quicksilver, RunaansHurricane",36,3.47
TFT7_Nidalee,"Deathblade, GuinsoosRageblade, MadredsBloodrazor",24,3.71
TFT7_Nidalee,"Deathblade, GuinsoosRageblade, RunaansHurricane",33,3.73
TFT7_Nidalee,"GuinsoosRageblade, OrnnInfinityForce, Quicksilver",12,3.75
TFT7_Nidalee,"Deathblade, MadredsBloodrazor, Quicksilver",32,3.78
TFT7_Nunu,"IonicSpark, RedBuff, WarmogsArmor",62,2.94
TFT7_Nunu,"Bloodthirster, RedBuff, WarmogsArmor",15,3.07
TFT7_Nunu,"DragonsClaw, IonicSpark, RedBuff",12,3.25
TFT7_Nunu,"RedBuff, TitansResolve, WarmogsArmor",15,3.27
TFT7_Nunu,"BrambleVest, RedBuff, WarmogsArmor",16,3.56
TFT7_Olaf,"InfinityEdge, RunaansHurricane, UnstableConcoction",18,2.94
TFT7_Olaf,"AssassinEmblemItem, InfinityEdge, Quicksilver",36,3.19
TFT7_Olaf,"AssassinEmblemItem, RunaansHurricane, UnstableConcoction",24,3.25
TFT7_Olaf,"AssassinEmblemItem, RapidFireCannon, RunaansHurricane",40,3.25
TFT7_Olaf,"AssassinEmblemItem, InfinityEdge, TitansResolve",12,3.25
TFT7_Ornn,"None, None, ThiefsGloves",29,1.0
TFT7_Ornn,"DragonsClaw, TitanicHydra, WarmogsArmor",12,2.08
TFT7_Ornn,"IonicSpark, StatikkShiv, ThiefsGloves",16,2.19
TFT7_Ornn,"FrozenHeart, None, TitanicHydra",13,2.54
TFT7_Ornn,"PowerGauntlet, Shroud, ThiefsGloves",19,2.68
TFT7_Pyke,"GuinsoosRageblade, None, None",12,2.5
TFT7_Pyke,"None, None, RedBuff",17,2.88
TFT7_Pyke,"LastWhisper, None, None",15,3.0
TFT7_Pyke,"None, None, TitansResolve",16,3.0
TFT7_Pyke,"None, None, PowerGauntlet",17,3.18
TFT7_Qiyana,"FrozenHeart, None, Shroud",19,2.84
TFT7_Qiyana,"LastWhisper, None, None",19,2.89
TFT7_Qiyana,"FrozenHeart, None, Zephyr",16,3.06
TFT7_Qiyana,"FrozenHeart, IonicSpark, None",37,3.41
TFT7_Qiyana,"GuardianAngel, None, None",14,3.43
TFT7_Ryze,"Bloodthirster, None, None",12,2.75
TFT7_Ryze,"None, None, Shroud",23,2.96
