comp,value_count,average_placement,group,grp_count,grp_placement
"Rag-Car-Hecarim,Rag-Car-Senna,Rag-Drr-Sett,Rag-Brr-War-Shen,Rag-Shr-Drn-Shyvana,Rag-Drr-Shr-Swain,Whs-Mae-Brr-Sylas,Rag-Swt-Xayah",1,1.0,23,44,5.207070707070707
"Gud-Myc-Bad-Bard,Tet-Swt-Ezreal,Asl-Brr-Illaoi,Tet-Brr-Led-Ornn,Rag-Brr-War-Shen,Asl-Brr-Skarner,Asl-Swt-Varus",1,1.0,24,4,4.75
"Gud-Myc-Bad-Bard,Tet-Swt-Ezreal,Asl-Brr-Illaoi,Tet-Brr-Led-Ornn,Gud-Swt-Twitch,Asl-Swt-Varus,Rag-Swt-Xayah,Mie-Drr-War-Yasuo",1,1.0,2,4586,3.460606958721052
"Rag-Car-Hecarim,Jae-Shr-Neeko,Tet-Brr-Led-Ornn,Whs-Asn-Pyke,Rel-Evr-Sona,Asl-Swt-Varus,Mie-Drr-War-Yasuo",1,1.0,25,1,1.0
"Whs-Brr-Drn-DragonPurple,Rag-Car-Hecarim,Asl-Brr-Illaoi,Rag-Brr-War-Shen,Jae-Str-Soraka,Whs-Mae-Brr-Sylas,Asl-Swt-Varus,Rag-Swt-Xayah",1,1.0,0,2943,4.665383951747597
"Gud-Myc-Bad-Bard,Whs-Brr-Drn-DragonPurple,Asl-Brr-Illaoi,Gud-Swt-Twitch,Asl-Swt-Varus",1,1.0,2,4586,3.460606958721052
"Gud-Myc-Bad-Bard,Whs-Brr-Drn-DragonPurple,Asl-Brr-Illaoi,Rag-Brr-War-Shen,Asl-Brr-Skarner,Gud-Swt-Twitch,Asl-Swt-Varus,Mie-Drr-War-Yasuo",1,1.0,2,4586,3.460606958721052
"Gud-Myc-Bad-Bard,Whs-Brr-Drn-DragonPurple,Rag-Car-Hecarim,Tet-Brr-Led-Ornn,Whs-Asn-Pyke,Gud-Asn-Talon,Mie-Drr-War-Yasuo",1,1.0,2,4586,3.460606958721052
"Gud-Myc-Bad-Bard,Whs-Brr-Drn-DragonPurple,Rag-Car-Hecarim,Tet-Brr-Led-Ornn,Tet-Asn-Qiyana,Gud-Car-Sejuani,Gud-Asn-Talon,Gud-Swt-Twitch",1,1.0,2,4586,3.460606958721052
"Gud-Myc-Bad-Bard,Whs-Brr-Drn-DragonPurple,Rag-Car-Hecarim,Tet-Brr-Led-Ornn,Rag-Brr-War-Shen,Rag-Swt-Xayah,Mie-Drr-War-Yasuo",1,1.0,2,4586,3.460606958721052
"Gud-Myc-Bad-Bard,Whs-Brr-Drn-DragonPurple,Rag-Car-Hecarim,Mie-Car-Nunu,Whs-Asn-Pyke,Whs-Mae-Brr-Sylas,Whs-Gun-Thresh,Mie-Drr-War-Yasuo",1,1.0,2,4586,3.460606958721052
"Gud-Myc-Bad-Bard,Whs-Brr-Drn-DragonPurple,Rag-Car-Hecarim,Mie-Car-Nunu,Tet-Brr-Led-Ornn,Whs-Asn-Pyke,Jae-Str-Soraka,Mie-Drr-War-Yasuo",1,1.0,2,4586,3.460606958721052
"Gud-Myc-Bad-Bard,Whs-Brr-Drn-DragonPurple,Rag-Car-Hecarim,Mie-Car-Nunu,Tet-Brr-Led-Ornn,Whs-Asn-Pyke,Gud-Car-Sejuani,Gud-Asn-Talon,Mie-Drr-War-Yasuo",1,1.0,2,4586,3.460606958721052
"Gud-Myc-Bad-Bard,Whs-Brr-Drn-DragonPurple,Rag-Car-Hecarim,Mie-Car-Nunu,Gud-Car-Sejuani,Whs-Mae-Brr-Sylas,Gud-Asn-Talon,Mie-Drr-War-Yasuo",1,1.0,2,4586,3.460606958721052
