comp,value_count,average_placement,group,grp_count,grp_placement
"Aatrox, Bard, DragonGold, Kayn, Leona, Volibear, Yasuo, Zoe",1,1.0,54,28,2.9434782608695653
"Bard, DragonBlue, Hecarim, Neeko, Nunu, Pyke, Talon, Yasuo",1,1.0,4,1193,3.536269609823293
"Anivia, Ashe, DragonGreen, Gnar, Karma, Neeko, Soraka, Taric, Yasuo",1,1.0,18,1288,4.451359161763066
"Aatrox, Bard, DragonGold, Kayn, Pyke, Thresh, Yasuo, Zoe",1,1.0,54,28,2.9434782608695653
"Aatrox, Bard, DragonPurple, Hecarim, Kayn, Pyke, Shen, Talon",1,1.0,58,1,1.0
"Aatrox, Ashe, Bard, DragonGold, DragonGreen, Neeko, Soraka, Volibear, Yasuo",1,1.0,59,1,1.0
"Bard, DragonBlue, Hecarim, Nunu, Sejuani, Twitch, Yasuo, Yone",1,1.0,22,26,4.0
"Aatrox, Anivia, Bard, DragonGold, LeeSin, Ornn, Volibear, Yasuo",1,1.0,60,1,1.0
"Anivia, Ashe, DragonGreen, Karma, Lulu, Neeko, Soraka, Swain, Taric, Yasuo",1,1.0,18,1288,4.451359161763066
"Anivia, Ashe, Karma, LeeSin, Ornn, Sett, Shen, Volibear, Yasuo",2,1.0,61,49,4.416397849462365
"Anivia, Ashe, Karma, LeeSin, Ornn, Shen, Swain, Volibear, Yasuo",1,1.0,61,49,4.416397849462365
"Anivia, Ashe, Karma, LeeSin, Ornn, Soraka, Swain, Volibear, Yasuo",1,1.0,61,49,4.416397849462365
"Bard, DragonBlue, Hecarim, Nunu, Sejuani, Sona, Sylas, Yasuo",1,1.0,4,1193,3.536269609823293
"Anivia, Ashe, Karma, LeeSin, Neeko, Ornn, Soraka, Swain, Volibear, Yasuo",1,1.0,61,49,4.416397849462365
"Anivia, Ashe, DragonGreen, Gnar, Karma, Neeko, Soraka, Swain",1,1.0,18,1288,4.451359161763066
"DragonPurple, Ezreal, Illaoi, Lulu, Ornn, Sylas, Varus, Yasuo",1,1.0,25,655,4.47806193258104
"DragonPurple, Heimerdinger, Lulu, Nami, Ryze, Sona, Soraka, Sylas, TrainerDragon",1,1.0,62,54,5.857342657342658
"Aatrox, Bard, DragonGold, Kayn, Talon, Volibear, Xayah, Zoe",1,1.0,54,28,2.9434782608695653
"DragonPurple, Heimerdinger, Lulu, Qiyana, Sona, Sylas, Talon, TrainerDragon, Zoe",1,1.0,56,78,4.312109187109187
"Anivia, Ashe, LeeSin, Neeko, Ornn, Swain, Sylas, Volibear",1,1.0,61,49,4.416397849462365
"Anivia, Ashe, LeeSin, Neeko, Ornn, Swain, Volibear, Yasuo",1,1.0,61,49,4.416397849462365
"DragonGold, Kayn, Shen, Twitch, Volibear, Xayah, Yasuo, Zoe",1,1.0,63,4,5.75
"DragonGold, Kayn, Ornn, Pyke, Shen, Talon, Twitch, Xayah",1,1.0,64,45,5.035714285714286
"Anivia, Ashe, Hecarim, Karma, Lillia, Nunu, Ornn, Sejuani, Volibear",1,1.0,65,18,4.416666666666667
