comp,value_count,average_placement,group,grp_count,grp_placement
"DragonBlue, Nami, Ornn, Pyke, Sylas, Thresh, Yasuo, Zoe",1,1.0,0,1,1.0
"Ashe, Bard, Karma, LeeSin, Sett, Shyvana, Swain, Yasuo",1,1.0,1,8,3.142857142857143
"Ashe, Bard, DragonGreen, Karma, Neeko, Ornn, Soraka, Yasuo",1,1.0,2,861,4.711130997650086
"Ashe, Bard, DragonGreen, Karma, LeeSin, Neeko, Sett, Swain, Xayah",1,1.0,2,861,4.711130997650086
"Ashe, Bard, DragonGreen, Karma, Lulu, Neeko, Soraka, Yasuo",1,1.0,2,861,4.711130997650086
"Ashe, Bard, DragonGreen, Gnar, Karma, Neeko, Soraka, Taric, Yasuo",1,1.0,2,861,4.711130997650086
"Ashe, Bard, DragonGreen, Gnar, Neeko, Soraka, Taric, Xayah",1,1.0,2,861,4.711130997650086
"Diana, DragonGreen, DragonPurple, Ornn, Pyke, Talon, Yasuo",1,1.0,3,1604,4.307043049288883
"Bard, DragonBlue, Hecarim, Nunu, Soraka, Yasuo, Zoe",1,1.0,4,26,3.12
"Ashe, Bard, DragonGreen, Gnar, Neeko, Pyke, Soraka, Talon",1,1.0,5,4,1.5
"Braum, DragonGold, Jinx, Lulu, Senna, Sona, Yasuo",1,1.0,6,3,3.3333333333333335
"Bard, DragonBlue, Hecarim, Nunu, Ryze, Sejuani, Sylas, Yasuo, Zoe",1,1.0,4,26,3.12
"AoShin, DragonGreen, Lulu, Neeko, Shyvana",1,1.0,7,1,1.0
"Ashe, Bard, DragonGreen, Ezreal, Karma, LeeSin, Leona, Sett, Taric, Yasuo",1,1.0,2,861,4.711130997650086
"Bard, DragonBlue, Hecarim, Nunu, Ryze, Sejuani, Talon, Twitch",1,1.0,8,3611,3.6033789531446376
"Bard, DragonBlue, Hecarim, Nunu, Sejuani, Shen, Xayah, Yasuo",1,1.0,9,450,3.567977862609741
"Ashe, Bard, DragonGreen, Ezreal, Karma, LeeSin, Leona, Sona, Taric",1,1.0,2,861,4.711130997650086
"Ashe, Bard, DragonGreen, Ezreal, Gnar, Neeko, Soraka",1,1.0,5,4,1.5
"Bard, DragonBlue, Hecarim, Nunu, Sejuani, Yasuo, Yone, Zoe",1,1.0,4,26,3.12
"Ashe, Bard, DragonGreen, Ezreal, Gnar, LeeSin, Neeko, Yasuo",1,1.0,10,1,1.0
"Ashe, Bard, DragonGreen, Ezreal, Ornn, Soraka, Taric, Xayah",1,1.0,2,861,4.711130997650086
"AoShin, Ashe, Ezreal, Karma, LeeSin, Leona, Qiyana, Taric",1,1.0,11,2,1.5
"Bard, DragonBlue, Hecarim, Nunu, Ornn, Sejuani, Shen, Yasuo",2,1.0,9,450,3.567977862609741
"Ashe, Bard, DragonGreen, Lulu, Nami, Neeko, Shen, Xayah",1,1.0,2,861,4.711130997650086
"Bard, DragonBlue, Hecarim, Nunu, Ornn, Sejuani, Shen, Thresh",1,1.0,9,450,3.567977862609741
"Ashe, Bard, Karma, LeeSin, Neeko, Ornn, Sett, Swain, Volibear",1,1.0,2,861,4.711130997650086
"Diana, Hecarim, Lillia, Olaf, Pyke, Sejuani, Soraka, Sylas, Yasuo",1,1.0,12,1,1.0
"Diana, Hecarim, Lillia, Olaf, Ornn, Pyke, Qiyana, Shen",1,1.0,3,1604,4.307043049288883
"Diana, Hecarim, Lillia, Olaf, Ornn, Qiyana, Shen, Sylas",1,1.0,3,1604,4.307043049288883
"Karma, LeeSin, Neeko, Sett, Shen, Soraka, Swain, Yasuo",1,1.0,13,4,2.75
"Karma, LeeSin, Ornn, Sett, Shen, Shyvana, Swain, Yasuo",1,1.0,14,1,1.0
"Bard, DragonBlue, Hecarim, Leona, Neeko, Nunu, Sejuani, Yone",1,1.0,9,450,3.567977862609741
"Diana, Hecarim, Lillia, Nunu, Olaf, Sejuani, Shen, Talon",2,1.0,3,1604,4.307043049288883
"Diana, Hecarim, Lillia, Nunu, Olaf, Sejuani, Talon, Yasuo",1,1.0,3,1604,4.307043049288883
"AoShin, Lulu, Nami, Ornn, Soraka, Sylas, Yasuo, Zoe",1,1.0,15,70,3.6163120567375886
"AoShin, Lulu, Nami, Ornn, Sona, Soraka, Sylas, Yasuo, Zoe",1,1.0,15,70,3.6163120567375886
"Braum, DragonGold, Kayn, Shen, Talon, Xayah, Yasuo, Zoe",1,1.0,16,2,3.5
"Bard, DragonBlue, Hecarim, Nunu, Ornn, Qiyana, Sejuani, Yasuo",1,1.0,9,450,3.567977862609741
"Bard, DragonBlue, Hecarim, Nunu, Ornn, Qiyana, Sejuani, Talon",1,1.0,9,450,3.567977862609741
"Diana, Hecarim, Neeko, Ornn, Sona, Xayah",1,1.0,17,2,3.0
"Bard, DragonBlue, Hecarim, Nunu, Ornn, Qiyana, Talon, Yasuo, Yone",1,1.0,9,450,3.567977862609741
"Bard, DragonBlue, Hecarim, Nunu, Ornn, Qiyana, Talon, Yasuo",1,1.0,9,450,3.567977862609741
"Diana, Hecarim, Ryze, Sejuani, Talon, Twitch, Yasuo, Zoe",1,1.0,18,2,3.0
