unit,items,value_count,average_placement
TFT7_Aatrox,"None, None, None",10660,4.5
TFT7_Anivia,"None, None, None",10420,4.49
TFT7_AoShin,"HextechGunblade, MageEmblemItem, SpearOfShojin",19,2.68
TFT7_AoShin,"MadredsBloodrazor, MageEmblemItem, SpearOfShojin",15,2.73
TFT7_AoShin,"ArchangelsStaff, SpearOfShojin, UnstableConcoction",42,2.81
TFT7_AoShin,"MageEmblemItem, RabadonsDeathcap, SpearOfShojin",15,2.87
TFT7_AoShin,"MadredsBloodrazor, RabadonsDeathcap, SpearOfShojin",12,2.92
TFT7_Ashe,"None, None, None",10526,4.5
TFT7_Ashe,"None, None, Zephyr",12,4.75
TFT7_Ashe,"None, None, ZekesHerald",15,4.87
TFT7_Ashe,"None, None, StatikkShiv",21,5.05
TFT7_AurelionSol,"None, None, None",10623,4.5
TFT7_Bard,"LocketOfTheIronSolari, None, None",15,2.53
TFT7_Bard,"None, None, RunaansHurricane",13,2.62
TFT7_Bard,"None, None, SeraphsEmbrace",12,2.92
TFT7_Bard,"None, None, StatikkShiv",46,2.96
TFT7_Bard,"ForceOfNature, None, None",16,3.0
TFT7_Braum,"None, None, Shroud",17,3.12
TFT7_Braum,"None, None, Redemption",15,3.6
TFT7_Braum,"None, None, TitanicHydra",39,4.03
TFT7_Braum,"BrambleVest, None, None",17,4.06
TFT7_Braum,"LocketOfTheIronSolari, None, None",13,4.31
TFT7_Corki,"Deathblade, GuinsoosRageblade, RunaansHurricane",16,3.25
TFT7_Corki,"GuinsoosRageblade, MadredsBloodrazor, RunaansHurricane",18,3.78
TFT7_Corki,"GuinsoosRageblade, InfinityEdge, StatikkShiv",13,4.15
TFT7_Corki,"Deathblade, GuinsoosRageblade, UnstableConcoction",15,4.2
TFT7_Corki,"GuinsoosRageblade, MadredsBloodrazor, StatikkShiv",21,4.43
TFT7_Diana,"FrozenHeart, IonicSpark, TitansResolve",12,3.0
TFT7_Diana,"ArchangelsStaff, FrozenHeart, IonicSpark",14,3.14
TFT7_Diana,"InfinityEdge, IonicSpark, RedBuff",12,3.25
TFT7_Diana,"FrozenHeart, IonicSpark, RabadonsDeathcap",13,3.31
TFT7_Diana,"FrozenHeart, InfinityEdge, IonicSpark",27,3.33
TFT7_DragonBlue,"ArchangelsStaff, InfinityEdge, JeweledGauntlet",13,3.08
TFT7_DragonBlue,"Quicksilver, RevelEmblemItem, StatikkShiv",12,3.5
TFT7_DragonBlue,"GuinsoosRageblade, Quicksilver, RevelEmblemItem",29,3.62
TFT7_DragonBlue,"GuinsoosRageblade, MadredsBloodrazor, Quicksilver",14,3.86
TFT7_DragonBlue,"ArchangelsStaff, MadredsBloodrazor, StatikkShiv",14,4.29
TFT7_DragonGold,"GargoyleStoneplate, GargoyleStoneplate, RedBuff",17,3.29
TFT7_DragonGold,"GargoyleStoneplate, ShimmerscaleMogulsMail, WarmogsArmor",15,3.87
TFT7_DragonGold,"GargoyleStoneplate, RedBuff, WarmogsArmor",33,4.06
TFT7_DragonGold,"DragonsClaw, GargoyleStoneplate, RedBuff",24,4.21
TFT7_DragonGold,"DragonsClaw, ShimmerscaleMogulsMail, WarmogsArmor",13,4.23
TFT7_DragonGreen,"Bloodthirster, MadredsBloodrazor, TitansResolve",12,3.58
TFT7_DragonGreen,"Bloodthirster, GuardianAngel, TitansResolve",13,4.15
TFT7_DragonGreen,"None, None, None",10200,4.5
TFT7_DragonPurple,"Bloodthirster, MadredsBloodrazor, TitansResolve",19,3.47
TFT7_DragonPurple,"Bloodthirster, TitansResolve, UnstableConcoction",14,3.5
TFT7_DragonPurple,"AssassinEmblemItem, InfinityEdge, UnstableConcoction",20,3.65
TFT7_DragonPurple,"Bloodthirster, Quicksilver, TitansResolve",33,3.67
TFT7_DragonPurple,"Bloodthirster, GuinsoosRageblade, Quicksilver",44,3.89
TFT7_Elise,"GuinsoosRageblade, Quicksilver, UnstableConcoction",27,3.37
TFT7_Elise,"Bloodthirster, GuinsoosRageblade, Quicksilver",192,3.71
TFT7_Elise,"Bloodthirster, GuardianAngel, GuinsoosRageblade",13,4.23
TFT7_Elise,"ArchangelsStaff, GuinsoosRageblade, Quicksilver",36,4.31
TFT7_Elise,"Bloodthirster, GuinsoosRageblade, MadredsBloodrazor",16,4.31
TFT7_Ezreal,"None, None, None",10622,4.5
TFT7_Gnar,"None, None, Zephyr",15,3.27
TFT7_Gnar,"GiantsBelt, None, None",15,3.4
TFT7_Gnar,"None, None, SparringGloves",14,3.64
TFT7_Gnar,"None, None, ZekesHerald",20,3.95
TFT7_Gnar,"None, None, Shroud",23,3.96
TFT7_Hecarim,"None, None, TitanicHydra",18,3.61
TFT7_Hecarim,"None, None, WarmogsArmor",16,4.12
TFT7_Hecarim,"None, None, RedBuff",25,4.12
TFT7_Hecarim,"Morellonomicon, None, None",38,4.16
TFT7_Hecarim,"None, None, SeraphsEmbrace",32,4.16
TFT7_Heimerdinger,"ForceOfNature, None, None",13,2.77
TFT7_Heimerdinger,"None, None, TearOfTheGoddess",15,3.13
TFT7_Heimerdinger,"MysticEmblemItem, None, None",19,3.26
TFT7_Heimerdinger,"None, None, Zephyr",52,3.27
TFT7_Heimerdinger,"None, None, Shroud",63,3.54
TFT7_Illaoi,"DragonsClaw, RedBuff, WarmogsArmor",12,3.5
TFT7_Illaoi,"None, None, Zephyr",21,4.38
TFT7_Illaoi,"DragonsClaw, None, None",17,4.41
TFT7_Illaoi,"GargoyleStoneplate, RedBuff, TitansResolve",12,4.42
TFT7_Illaoi,"NegatronCloak, None, None",18,4.44
TFT7_Jinx,"None, None, ZekesHerald",16,4.06
TFT7_Jinx,"None, None, None",10415,4.5
TFT7_Jinx,"None, None, Zephyr",12,4.58
TFT7_Jinx,"None, None, StatikkShiv",16,4.75
TFT7_Karma,"None, None, None",10585,4.5
TFT7_Karma,"InfinityEdge, JeweledGauntlet, SeraphsEmbrace",19,4.63
TFT7_Kayn,"None, None, None",10547,4.49
TFT7_Kayn,"FrozenHeart, None, None",21,4.81
TFT7_LeeSin,"None, None, None",10509,4.5
TFT7_Leona,"None, None, Shroud",13,3.92
TFT7_Leona,"None, None, None",10479,4.5
TFT7_Leona,"None, None, RedBuff",12,5.67
