comp,value_count,average_placement,group,grp_count,grp_placement
"AoShin, Bard, Ornn, Pyke, Qiyana, Sylas, Talon, Zoe",1,1.0,0,131,2.3388888888888886
"Hecarim, Neeko, Ornn, Sona, Soraka, Talon, Xayah, Yasuo",1,1.0,1,1,1.0
"Bard, DragonBlue, Ezreal, Lulu, Nunu, Ornn, Yasuo, Yone",1,1.0,2,1,1.0
"Hecarim, Neeko, Shen, Shyvana, Sylas, Twitch, Xayah, Zoe",1,1.0,3,1,1.0
"DragonPurple, Illaoi, Nami, Ornn, Sylas, Varus, Xayah, Zoe",1,1.0,4,1,1.0
"Bard, DragonBlue, Heimerdinger, Lulu, Nami, Sona, TrainerDragon, Yasuo, Zoe",1,1.0,5,767,3.7288751930479984
"DragonBlue, Lulu, Ornn, Pyke, Qiyana, Sylas, Yasuo",1,1.0,6,1,1.0
"Bard, DragonBlue, Heimerdinger, Lulu, Shen, Soraka, Sylas, TrainerDragon, Yasuo, Zoe",1,1.0,7,1,1.0
"Bard, DragonBlue, Lulu, Nami, Ornn, Qiyana, Talon, Yasuo",1,1.0,8,1,1.0
"DragonBlue, DragonGold, DragonPurple, Pyke, Sylas, Yasuo",1,1.0,9,1,1.0
"Bard, DragonBlue, Lulu, Nunu, Olaf, Shen, Yasuo, Yone",1,1.0,10,3,3.0
"Bard, DragonBlue, DragonPurple, Ornn, Shen, Sylas, Yasuo",1,1.0,11,265,3.193316831683168
"DragonBlue, DragonGold, DragonPurple, Leona, Soraka, Sylas",2,1.0,12,5,5.166666666666667
"DragonBlue, DragonGold, DragonPurple, Nunu, Soraka, Yasuo",1,1.0,13,1,1.0
"Bard, Hecarim, Illaoi, Nami, Ornn, Sejuani, Talon, Twitch, Varus",1,1.0,14,627,3.4985190104508286
"DragonBlue, DragonGold, Shyvana, Soraka, Taric, Yasuo",1,1.0,15,1,1.0
"DragonPurple, Elise, Neeko, Sylas, Taric, Thresh, Yasuo",1,1.0,16,421,4.704311975487962
"DragonBlue, DragonGold, Kayn, Leona, Pyke, Yasuo, Yone",1,1.0,17,1,1.0
"DragonBlue, DragonGold, Hecarim, Nunu, Shen, Soraka, Yasuo",1,1.0,18,1,1.0
"DragonPurple, Illaoi, Olaf, Ornn, Shen, Sylas, Talon",1,1.0,19,64,4.671333333333333
"DragonPurple, Illaoi, Olaf, Ornn, Shen, Sylas, Yasuo, Yone",1,1.0,19,64,4.671333333333333
"Bard, Hecarim, Ryze, Sejuani, Soraka, Talon, Twitch, Yasuo, Zoe",1,1.0,14,627,3.4985190104508286
"DragonPurple, Illaoi, Olaf, Ornn, Shen, Sylas, TahmKench, Yasuo",1,1.0,19,64,4.671333333333333
"DragonBlue, Lillia, Nunu, Ornn, Shen, Yasuo, Yone, Zoe",1,1.0,20,1,1.0
