comp,value_count,average_placement,group,grp_count,grp_placement
"Ashe, DragonGreen, Gnar, Neeko, Pyke, Qiyana, Talon, Yasuo",1,1.0,0,5,2.75
"AoShin, Illaoi, Nami, Ornn, Sylas, Twitch, Varus, Zoe",1,1.0,1,1,1.0
"DragonPurple, Hecarim, Nunu, Ornn, Shen, Sylas, Yasuo",1,1.0,2,3,2.3333333333333335
"DragonPurple, Hecarim, Nunu, Ornn, Pyke, Soraka, Talon, Yasuo",1,1.0,3,1,1.0
"AoShin, Illaoi, Nami, Ryze, Soraka, Sylas, Vladimir, Zoe",1,1.0,4,1,1.0
"Bard, Ornn, Shen, Shyvana, Swain, Talon, Twitch, Xayah",1,1.0,5,428,3.52467694920403
"Bard, Corki, Jinx, Lulu, Nami, Ornn, Sona, Sylas, TrainerDragon, Tristana",1,1.0,6,938,3.771980375739863
"Ashe, DragonGreen, Gnar, Karma, Neeko, Soraka, Swain",1,1.0,7,53,5.157894736842105
"Corki, DragonGold, Heimerdinger, Jinx, Lulu, Sona, TahmKench, TrainerDragon, Tristana",1,1.0,8,317,5.132259150873281
"Braum, Diana, Olaf, Ornn, Qiyana, Talon, Thresh, Twitch",1,1.0,9,1,1.0
"Bard, Illaoi, Ornn, Sejuani, Shen, Talon, Twitch, Varus, Xayah",1,1.0,5,428,3.52467694920403
"DragonPurple, Hecarim, Nunu, Ornn, Pyke, Qiyana, Sejuani, Yasuo",1,1.0,10,3,2.6666666666666665
"Bard, Illaoi, Ornn, Twitch, Varus, Yasuo, Zoe",1,1.0,11,1,1.0
"Bard, Corki, Hecarim, Lulu, Nunu, Sejuani, Soraka, TrainerDragon, Tristana, Yasuo",1,1.0,6,938,3.771980375739863
"Bard, Illaoi, Ornn, Shen, Skarner, Twitch, Varus",1,1.0,5,428,3.52467694920403
"Aatrox, AoShin, Bard, Lulu, Ornn, Sylas, Yasuo, Zoe",1,1.0,12,1,1.0
"Bard, Corki, Hecarim, Lulu, Neeko, Ornn, Pyke, Xayah, Yasuo",1,1.0,13,15,3.409090909090909
"Ashe, DragonGreen, Karma, Lulu, Neeko, Sett, Sona",1,1.0,14,1,1.0
"Bard, Corki, Jinx, Lulu, Sona, Sylas, TahmKench, TrainerDragon, Tristana, Zoe",1,1.0,6,938,3.771980375739863
"Bard, DragonGold, DragonPurple, Pyke, Sylas, Thresh, Zoe",1,1.0,15,2,1.5
"Bard, Illaoi, Shen, Soraka, Talon, Twitch, Varus, Yasuo",1,1.0,16,1,1.0
"Bard, Illaoi, Nami, Ornn, Ryze, Twitch, Varus, Zoe",1,1.0,17,28,2.1
"Corki, DragonBlue, Lulu, Ornn, Sona, TahmKench, Yasuo",1,1.0,18,23,3.6212121212121207
"AoShin, Illaoi, Ornn, Skarner, Sylas, Talon, Twitch, Varus",1,1.0,19,68,4.242941029485258
"Ezreal, Illaoi, Neeko, Ornn, Twitch, Varus, Xayah",1,1.0,20,1,1.0
"Bard, Illaoi, Nami, Ornn, Qiyana, Talon, Twitch, Varus, Zoe",1,1.0,17,28,2.1
"Braum, DragonGold, Hecarim, Kayn, Sejuani, Talon, Twitch, Xayah",1,1.0,21,4,3.25
"DragonPurple, LeeSin, Ornn, Skarner, Sylas, Twitch, Varus",1,1.0,22,104,3.9737704918032786
"DragonBlue, Hecarim, LeeSin, Nunu, Ornn, Sejuani, Shen, Soraka",1,1.0,23,1,1.0
"DragonPurple, Ornn, Sylas, Twitch, Varus",1,1.0,22,104,3.9737704918032786
"Bard, Illaoi, Nami, Pyke, Ryze, Sylas, Talon, Twitch, Varus",1,1.0,5,428,3.52467694920403
"Bard, Illaoi, Nami, Pyke, Ryze, Sylas, Twitch, Varus, Yasuo",1,1.0,5,428,3.52467694920403
"Ashe, DragonGreen, Gnar, Lulu, Neeko, Nidalee, Swain, Yasuo",1,1.0,7,53,5.157894736842105
"Bard, Illaoi, Nami, Pyke, Sylas, Twitch, Varus, Zoe",1,1.0,17,28,2.1
"DragonBlue, Hecarim, LeeSin, Nunu, Ornn, Sejuani, Shen, Yasuo",1,1.0,24,233,4.744866733300016
"Bard, Illaoi, Nami, Sylas, Twitch, Varus",1,1.0,5,428,3.52467694920403
"Ezreal, Illaoi, Ornn, Skarner, Sylas, Varus, Zoe",1,1.0,25,1,1.0
"Bard, Corki, Jinx, Lulu, Ornn, Shen, Sona, Soraka, TrainerDragon, Tristana, Yasuo",1,1.0,6,938,3.771980375739863
"Ashe, DragonGreen, Karma, LeeSin, Neeko, Ornn, Sett, Shen, Swain",1,1.0,26,212,4.826251280081926
"Ezreal, Illaoi, Nami, Ornn, Talon, Twitch, Varus, Xayah",1,1.0,27,1,1.0
"Bard, Illaoi, Lulu, Skarner, Soraka, Twitch, Varus",1,1.0,28,1,1.0
"Bard, Illaoi, Lulu, Nami, Ryze, Sona, Sylas, Talon, Zoe",1,1.0,29,93,3.8883597883597885
"DragonPurple, Ornn, Pyke, Qiyana, Shen, Sylas, Talon, Yasuo",1,1.0,30,456,4.484246637586333
"Bard, Corki, DragonBlue, Ornn, Sona, TahmKench, Yasuo",1,1.0,31,19,2.2407407407407405
"Bard, DragonGreen, Illaoi, Nami, Nidalee, Skarner, Twitch, Varus, Vladimir",1,1.0,32,1,1.0
"Bard, Corki, DragonBlue, Jinx, Lulu, Sona, TahmKench, Yasuo",1,1.0,33,2,3.5
"Bard, DragonGreen, Illaoi, Nami, Ornn, Twitch, Varus",1,1.0,34,2,3.5
"DragonPurple, Ornn, Pyke, Qiyana, Shen, TahmKench, Talon, Yasuo",1,1.0,30,456,4.484246637586333
"Bard, DragonGreen, Illaoi, Lulu, Nami, Twitch, Varus, Zoe",1,1.0,35,1,1.0
"Bard, Corki, DragonBlue, Lulu, Neeko, Ornn, Sona, Yasuo",1,1.0,31,19,2.2407407407407405
"Ashe, Karma, Neeko, Sett, Shen, Shyvana, Swain, Yasuo",1,1.0,26,212,4.826251280081926
"Heimerdinger, Lulu, Nami, Ornn, Qiyana, Ryze, Sona, Sylas, TrainerDragon, Vladimir",1,1.0,36,749,4.615501217581569
"Bard, DragonGreen, Gnar, Neeko, Nidalee, Soraka, Swain",1,1.0,37,85,3.1163333333333334
"Hecarim, Ornn, Qiyana, Sejuani, Shen, Shyvana, Talon, Twitch, Xayah",1,1.0,38,824,4.863791232141998
"DragonPurple, Ornn, Pyke, Qiyana, Shen, Soraka, Sylas, Yasuo",1,1.0,30,456,4.484246637586333
"Bard, Ezreal, Illaoi, Nami, Ornn, Soraka, Varus, Yasuo",1,1.0,39,1,1.0
"Bard, Ezreal, Illaoi, Nami, Ornn, Shen, Sylas, Varus, Zoe",1,1.0,40,1,1.0
"DragonBlue, DragonPurple, LeeSin, Ornn, Shen, Sylas, Yasuo",1,1.0,41,1,1.0
"Hecarim, Ornn, Qiyana, Sejuani, Shen, Shyvana, Talon, Xayah",1,1.0,38,824,4.863791232141998
"Bard, Corki, DragonBlue, Lulu, Nunu, Ornn, Sona, TahmKench, Yasuo",1,1.0,31,19,2.2407407407407405
"DragonBlue, Heimerdinger, Lulu, Nami, Shen, Sylas, TrainerDragon, Yasuo",1,1.0,42,1,1.0
"Bard, Corki, DragonBlue, Lulu, Ornn, Sona, TahmKench, Yasuo",3,1.0,31,19,2.2407407407407405
"Aatrox, DragonGold, Kayn, Pyke, Talon, Volibear, Yasuo, Zoe",1,1.0,43,30,4.7592592592592595
