comp,value_count,average_placement,group,grp_count,grp_placement
"AoShin, Bard, Heimerdinger, Lulu, Ryze, Sylas, TrainerDragon, Yasuo, Zoe",2,1.0,0,590,3.0724413297820004
"Bard, Diana, DragonPurple, Ornn, Pyke, Qiyana, Soraka, Talon, Yasuo",1,1.0,1,316,3.547021497021497
"Corki, DragonGold, Hecarim, Ornn, Pyke, Shyvana, Yasuo",1,1.0,2,1,1.0
"AoShin, DragonGold, DragonPurple, Pyke, Soraka, Zoe",1,1.0,3,1,1.0
"Bard, Braum, DragonBlue, Leona, Nami, Soraka, Yasuo, Yone",1,1.0,4,1,1.0
"Bard, Braum, DragonBlue, Leona, Nami, Shen, Yone",1,1.0,5,1,1.0
"AoShin, Bard, Nunu, Ornn, Pyke, Sylas, Yasuo, Zoe",1,1.0,6,510,3.4673890669769794
"Bard, Braum, Leona, Olaf, Shen, Taric, Thresh, Yasuo, Yone",1,1.0,7,2,1.5
"Bard, Braum, Hecarim, Leona, Nunu, Olaf, Shen, Yasuo, Yone",1,1.0,8,1,1.0
"Bard, Braum, Corki, Jinx, Lulu, Sona, Talon, TrainerDragon, Tristana",1,1.0,9,795,3.863117852253815
"Bard, Braum, Corki, DragonGold, Jinx, Lulu, Sona, TrainerDragon, Tristana, Yasuo",1,1.0,9,795,3.863117852253815
"AoShin, Bard, Neeko, Ornn, Pyke, Ryze, Sylas, Talon, Zoe",1,1.0,6,510,3.4673890669769794
"Bard, Braum, Corki, DragonGold, Lulu, Sona, Soraka, TrainerDragon, Tristana, Volibear",1,1.0,9,795,3.863117852253815
"Bard, Braum, Corki, Heimerdinger, Jinx, Lulu, Sona, Thresh, TrainerDragon, Tristana, Yasuo",1,1.0,9,795,3.863117852253815
"Bard, Braum, Corki, Heimerdinger, Jinx, Lulu, Thresh, TrainerDragon, Tristana",1,1.0,9,795,3.863117852253815
"AoShin, Bard, Neeko, Ornn, Shyvana, Yasuo",1,1.0,10,1,1.0
"Braum, Diana, Olaf, Ornn, Pyke, Shen, Sylas, Thresh",1,1.0,11,510,4.404484592464881
"Bard, Braum, Diana, Neeko, Pyke, Qiyana, Talon, Thresh, Xayah",1,1.0,12,1,1.0
"Bard, Braum, Diana, Hecarim, Lillia, Olaf, Pyke, Sejuani, Yasuo",1,1.0,13,2,1.5
"Bard, Braum, Diana, Hecarim, Lillia, Pyke, Sylas, Thresh",1,1.0,14,1,1.0
"Bard, Braum, Diana, Olaf, Ornn, Pyke, Qiyana, Talon",1,1.0,1,316,3.547021497021497
"Bard, Braum, Diana, Olaf, Ornn, Pyke, Qiyana, Talon, Yasuo",1,1.0,1,316,3.547021497021497
"Bard, Braum, Diana, Olaf, Ornn, Pyke, Qiyana, Talon, Thresh, Yasuo",1,1.0,1,316,3.547021497021497
"Bard, Braum, Diana, Olaf, Ornn, Pyke, Qiyana, Shen, Talon",1,1.0,1,316,3.547021497021497
"Corki, Jinx, Lulu, Neeko, Ornn, Sona, TrainerDragon, Tristana",1,1.0,15,51,5.854166666666666
"Bard, Braum, Diana, Lillia, Olaf, Ornn, Pyke, Qiyana, Talon, Yasuo",1,1.0,1,316,3.547021497021497
"Bard, Braum, Olaf, Shen, Yasuo, Yone",1,1.0,16,1,1.0
"Bard, Braum, DragonGold, Leona, Shen, Thresh, Yone",1,1.0,17,1,1.0
"Bard, Diana, DragonPurple, Ornn, Pyke, Qiyana, Soraka, Talon",1,1.0,1,316,3.547021497021497
"Bard, Braum, Lulu, Olaf, Pyke, Shen, Thresh, Yasuo, Yone",1,1.0,18,3,2.3333333333333335
"Bard, Diana, DragonPurple, Kayn, Pyke, Qiyana, Talon, Yasuo",1,1.0,1,316,3.547021497021497
"Corki, DragonGold, Jinx, Senna, Sona, Soraka, TahmKench, Tristana",1,1.0,19,2,4.5
"AoShin, DragonPurple, Elise, Neeko, Ornn, Pyke, Sylas",1,1.0,20,1,1.0
"Bard, Corki, DragonGold, Lulu, Soraka, Thresh, TrainerDragon, Tristana, Yasuo",1,1.0,9,795,3.863117852253815
"Bard, Corki, DragonGold, Lulu, Senna, Sona, TrainerDragon, Tristana, Yasuo",1,1.0,9,795,3.863117852253815
"Corki, DragonGold, Heimerdinger, Jinx, Sona, Thresh, TrainerDragon, Tristana",1,1.0,21,230,5.370765582655826
"Bard, Corki, DragonGold, Lulu, Sona, Soraka, Thresh, TrainerDragon, Tristana, Yasuo",1,1.0,9,795,3.863117852253815
"DragonPurple, Elise, Neeko, Ornn, Pyke, Qiyana, Soraka, Sylas",1,1.0,22,1225,4.750811401844438
"Corki, DragonGold, Sona, Soraka",1,1.0,23,1,1.0
"Bard, Corki, DragonGold, Lulu, Sona, Thresh, TrainerDragon, Tristana, Zoe",1,1.0,9,795,3.863117852253815
"Bard, Corki, DragonGold, Lulu, Pyke, Sona, Soraka, TrainerDragon, Tristana, Yasuo",1,1.0,9,795,3.863117852253815
"Bard, Corki, DragonGold, Lulu, Pyke, Sona, Soraka, Thresh, TrainerDragon, Tristana",1,1.0,9,795,3.863117852253815
"DragonPurple, Elise, Neeko, Ornn, Pyke, Shen, Sylas, Talon",1,1.0,22,1225,4.750811401844438
"Bard, Corki, DragonGold, Pyke, Sona, Thresh, Yasuo",1,1.0,9,795,3.863117852253815
"Bard, Corki, Heimerdinger, Jinx, Lulu, Ornn, Sona, TahmKench, TrainerDragon, Tristana",1,1.0,9,795,3.863117852253815
"Bard, Corki, Heimerdinger, Jinx, Lulu, Ornn, Sona, Sylas, TrainerDragon, Tristana, Zoe",1,1.0,9,795,3.863117852253815
"Bard, Corki, Heimerdinger, Jinx, Lulu, Ornn, Qiyana, Sona, Sylas, TrainerDragon, Zoe",1,1.0,9,795,3.863117852253815
"AoShin, Bard, Heimerdinger, Lulu, Ornn, Pyke, Sylas, TrainerDragon, Yasuo, Zoe",1,1.0,0,590,3.0724413297820004
"Bard, Corki, Lulu, Neeko, Ornn, Shyvana, Sona, TrainerDragon, Tristana",1,1.0,9,795,3.863117852253815
"Bard, Corki, Lulu, Ornn, Ryze, Sylas, TrainerDragon, Tristana, Yasuo, Zoe",1,1.0,9,795,3.863117852253815
"DragonPurple, Elise, Neeko, Ornn, Pyke, Soraka, Sylas, Thresh",1,1.0,22,1225,4.750811401844438
"Bard, Corki, DragonPurple, Jinx, Lulu, Sona, TahmKench, TrainerDragon, Tristana",1,1.0,9,795,3.863117852253815
"Bard, Corki, DragonPurple, Jinx, Lulu, Ornn, TrainerDragon, Tristana",1,1.0,9,795,3.863117852253815
"Bard, Corki, DragonPurple, Heimerdinger, Illaoi, Ornn, TahmKench, TrainerDragon, Tristana",1,1.0,24,1,1.0
"Bard, Corki, DragonPurple, Lulu, Nami, Sona, Sylas, TrainerDragon, Tristana, Yasuo, Zoe",1,1.0,9,795,3.863117852253815
"Corki, DragonGold, Jinx, Lulu, Nami, Sona, Thresh, TrainerDragon, Tristana",1,1.0,21,230,5.370765582655826
"Bard, Diana, Illaoi, Ornn, Pyke, Qiyana, Talon, Twitch, Varus",1,1.0,25,237,2.922690935803459
"Bard, Diana, Hecarim, Lillia, Nunu, Olaf, Sejuani, Shen, Talon",1,1.0,26,2,1.5
"DragonPurple, Elise, Neeko, Ornn, Qiyana, Talon, Twitch",1,1.0,27,1,1.0
"Corki, DragonGold, Kayn, Pyke, Thresh, Volibear, Zoe",1,1.0,28,1,1.0
"Bard, Corki, DragonGold, Lulu, Nami, Sona, Soraka, TrainerDragon, Tristana",1,1.0,9,795,3.863117852253815
"Bard, Braum, DragonPurple, Elise, Neeko, Sylas, Thresh",1,1.0,1,316,3.547021497021497
"Bard, DragonGold, Hecarim, Shen, Talon, Twitch, Xayah",1,1.0,29,4,3.75
"Bard, Heimerdinger, Illaoi, Lulu, Nami, Ryze, Sylas, Thresh, TrainerDragon, Vladimir",1,1.0,9,795,3.863117852253815
"Bard, Heimerdinger, Illaoi, Lulu, Nami, Soraka, Sylas, TrainerDragon, Zoe",1,1.0,9,795,3.863117852253815
"Corki, DragonBlue, Jinx, Lulu, Ornn, Sona, TahmKench, Yasuo",2,1.0,30,44,4.043115942028986
"Bard, Heimerdinger, Illaoi, Lulu, Nami, Sona, Sylas, TrainerDragon, Twitch, Varus",1,1.0,31,2,2.0
"AoShin, Bard, DragonGreen, DragonPurple, Ornn, Pyke",1,1.0,32,3,2.0
"DragonPurple, Elise, Gnar, Lulu, Neeko, Soraka, Sylas, Thresh",1,1.0,22,1225,4.750811401844438
"AoShin, Bard, DragonGreen, DragonPurple, Ornn, Soraka",1,1.0,32,3,2.0
"Corki, DragonBlue, Jinx, Ornn, Sona, TahmKench, Yasuo, Yone",1,1.0,30,44,4.043115942028986
"Corki, DragonBlue, Jinx, Ornn, Sona, Soraka, TahmKench, Zoe",1,1.0,33,1,1.0
"Bard, Heimerdinger, Lulu, Nami, Ornn, Ryze, Soraka, Sylas, TrainerDragon, Zoe",2,1.0,9,795,3.863117852253815
"AoShin, Bard, DragonGreen, Neeko, Shyvana, Soraka, Yasuo",1,1.0,34,1,1.0
"Bard, Heimerdinger, Lulu, Nami, Ornn, Ryze, Sylas, TrainerDragon, Tristana, Yasuo, Zoe",1,1.0,9,795,3.863117852253815
"Bard, Heimerdinger, Lulu, Nami, Ornn, Soraka, Sylas, TrainerDragon, Yasuo, Zoe",1,1.0,9,795,3.863117852253815
"Corki, DragonBlue, Jinx, Sona, TahmKench, Tristana, Yasuo",1,1.0,35,1,1.0
"AoShin, Bard, Karma, LeeSin, Leona, Soraka, Taric, Yasuo",1,1.0,36,1,1.0
"Bard, Heimerdinger, Lulu, Nami, Ornn, Pyke, Ryze, Sylas, TrainerDragon, Zoe",1,1.0,9,795,3.863117852253815
"Bard, Heimerdinger, Lulu, Nami, Ornn, Sylas, TrainerDragon",1,1.0,9,795,3.863117852253815
"Braum, Diana, Lillia, Olaf, Sejuani, Sylas, Talon",1,1.0,11,510,4.404484592464881
"DragonPurple, Elise, Gnar, Neeko, Sylas, Thresh, Yasuo, Zoe",1,1.0,37,76,3.7540935672514624
"AoShin, Bard, Nami, Ornn, Pyke, Soraka, Sylas, Zoe",3,1.0,6,510,3.4673890669769794
"Corki, DragonBlue, Jinx, Neeko, Sona, Soraka, TahmKench, Yasuo",1,1.0,38,3,2.75
