comp,value_count,average_placement,group,grp_count,grp_placement
"Bard, DragonGold, DragonGreen, DragonPurple, Soraka, Sylas",1,1.0,0,1,1.0
"Bard, DragonBlue, Hecarim, Nunu, Ornn, Sejuani, Shen, Yasuo",1,1.0,1,45,4.094594594594595
"Bard, DragonBlue, Hecarim, Nunu, Ornn, Pyke, Talon, Yasuo",1,1.0,1,45,4.094594594594595
"Bard, DragonPurple, Elise, Ornn, Pyke, Shen, Sylas, Talon",2,1.0,2,139,2.840686274509804
"Bard, DragonBlue, Hecarim, Nunu, Pyke, Sejuani, Talon, Yasuo",1,1.0,1,45,4.094594594594595
"Bard, DragonPurple, Elise, Nunu, Ryze, Sejuani, Talon, Twitch",1,1.0,3,1,1.0
"Corki, DragonBlue, Jinx, Ornn, Sona, Soraka, TahmKench, Zoe",1,1.0,4,1,1.0
"Bard, DragonBlue, Hecarim, Leona, Nunu, Sejuani, Yasuo, Yone",1,1.0,1,45,4.094594594594595
"Anivia, DragonGreen, Gnar, Lulu, Nami, Neeko, Talon",1,1.0,5,245,4.228587196467991
"DragonPurple, Illaoi, Ornn, Qiyana, Skarner, Talon, Twitch, Varus",1,1.0,6,42,4.023395445134575
"DragonGold, Pyke, Twitch, Xayah, Yasuo",1,1.0,7,1,1.0
"Bard, DragonPurple, Elise, Gnar, Neeko, Nidalee, Ornn, Soraka, Yasuo",1,1.0,2,139,2.840686274509804
"Bard, DragonPurple, Elise, Gnar, Neeko, Nidalee, Soraka, Yasuo",1,1.0,2,139,2.840686274509804
"Bard, Heimerdinger, Illaoi, Lulu, Nami, Sona, Sylas, TrainerDragon, Twitch, Varus",1,1.0,8,3,2.75
"Corki, DragonPurple, Lulu, Pyke, Sona, Sylas, TrainerDragon, Tristana, Zoe",1,1.0,9,11,4.257142857142857
"Anivia, Ashe, Bard, DragonGreen, Gnar, Karma, Neeko, Nunu, Soraka",1,1.0,5,245,4.228587196467991
"Anivia, Ashe, Bard, DragonGreen, Gnar, Karma, Neeko, Soraka, Yasuo",1,1.0,5,245,4.228587196467991
"Bard, Heimerdinger, Lillia, Lulu, Nami, Ryze, Sejuani, Sylas, TrainerDragon, Zoe",1,1.0,10,54,3.3228070175438598
"DragonPurple, Elise, Gnar, Neeko, Nidalee, Ornn, Pyke, Soraka",1,1.0,11,79,4.686868686868687
"DragonGreen, Gnar, Neeko, Soraka, Yasuo",1,1.0,12,1,1.0
"Bard, DragonPurple, Lulu, Ornn, Pyke, Shen, Sylas, Yasuo",1,1.0,2,139,2.840686274509804
"Anivia, Bard, DragonGreen, Gnar, Neeko, Ornn, Qiyana, Yasuo",1,1.0,5,245,4.228587196467991
"Bard, DragonBlue, Hecarim, Lulu, Nunu, Sejuani, Yasuo, Yone",1,1.0,1,45,4.094594594594595
"Aatrox, DragonGold, Kayn, Sett, Volibear, Xayah, Yasuo, Zoe",1,1.0,13,1,1.0
"Bard, DragonPurple, Lulu, Neeko, Ornn, Pyke, Soraka, Talon",1,1.0,2,139,2.840686274509804
"Bard, DragonBlue, Hecarim, Lulu, Nunu, Thresh, Yasuo, Yone",1,1.0,1,45,4.094594594594595
"Bard, DragonBlue, DragonGold, DragonGreen, Leona",1,1.0,14,1,1.0
"Bard, DragonPurple, Lulu, Nami, Sylas, Talon, Yasuo, Zoe",1,1.0,15,2,1.0
"Hecarim, Neeko, Ornn, Qiyana, Shen, Shyvana, Twitch, Xayah",1,1.0,16,5,3.6
"Bard, DragonPurple, Lulu, Nami, Neeko, Ornn, Pyke, Soraka, Yasuo",1,1.0,17,1,1.0
"Corki, DragonGold, Lulu, Sona, Talon, Thresh, TrainerDragon, Tristana, Yasuo",1,1.0,18,93,4.961640211640211
"Bard, DragonPurple, Lulu, Nami, Ryze, Sona, Sylas, Zoe",1,1.0,19,1,1.0
"Bard, DragonPurple, Elise, Ornn, Pyke, Qiyana, Shen, Sylas, Talon",1,1.0,2,139,2.840686274509804
"Braum, DragonGold, Hecarim, Kayn, Talon, Xayah, Zoe",1,1.0,20,1,1.0
"Ashe, Bard, DragonGreen, LeeSin, Ornn, Soraka, Taric, Yasuo",1,1.0,21,26,3.3308270676691727
"Bard, DragonGreen, Elise, Gnar, Neeko, Nidalee, Taric",1,1.0,2,139,2.840686274509804
"Bard, DragonGreen, Elise, Gnar, Neeko, Nidalee, Taric, Thresh",1,1.0,2,139,2.840686274509804
"Bard, Heimerdinger, Illaoi, Nami, Ryze, Soraka, Sylas, Vladimir, Zoe",1,1.0,22,4,1.8333333333333333
"DragonPurple, Ornn, Pyke, Qiyana, Shen, Soraka, Sylas, Thresh",1,1.0,23,156,4.331720430107527
"Bard, Corki, DragonPurple, Jinx, Lulu, Pyke, Sona, Talon",1,1.0,24,1,1.0
"Bard, DragonGreen, Elise, Gnar, Neeko, Pyke, Soraka, Talon",1,1.0,2,139,2.840686274509804
"Ashe, Bard, DragonGreen, Gnar, Lulu, Neeko, Sona, Yasuo",1,1.0,21,26,3.3308270676691727
"Bard, Corki, Lulu, Pyke, Shen, Sona, Soraka, Sylas, TrainerDragon, Tristana",1,1.0,25,132,3.673469387755102
"Bard, Heimerdinger, Illaoi, Nami, Ryze, Sona, Sylas, Zoe",1,1.0,22,4,1.8333333333333333
"AoShin, Ezreal, Hecarim, Ornn, Pyke, Qiyana, Shen, Xayah",1,1.0,26,1,1.0
"DragonPurple, Elise, Neeko, Ornn, Pyke, Talon, Thresh, Yasuo",1,1.0,27,5,5.2
"Aatrox, Bard, DragonGold, Kayn, Soraka, Volibear, Xayah, Zoe",1,1.0,28,3,4.333333333333333
"Anivia, Ashe, Bard, DragonGreen, LeeSin, Neeko, Soraka, Yasuo",1,1.0,5,245,4.228587196467991
"AoShin, Bard, Nami, Ornn, Pyke, Soraka, Sylas, Zoe",1,1.0,29,1,1.0
"Aatrox, Ashe, Bard, Hecarim, Kayn, Shyvana, Xayah, Zoe",1,1.0,30,1,1.0
"Diana, Kayn, Neeko, Ornn, Pyke, Qiyana, Sylas, Talon",1,1.0,31,1,1.0
"DragonPurple, Illaoi, Ornn, Qiyana, Sylas, Twitch, Varus, Yasuo",1,1.0,6,42,4.023395445134575
"Bard, Corki, Lulu, Sona, Soraka, TahmKench, TrainerDragon, Tristana, Yasuo, Zoe",1,1.0,32,1,1.0
"Bard, Heimerdinger, Illaoi, Lulu, Nami, Ryze, Soraka, Sylas, TrainerDragon, Zoe",1,1.0,10,54,3.3228070175438598
"AoShin, Heimerdinger, Ornn, Ryze, Sylas, Talon, Yasuo, Yone, Zoe",1,1.0,33,1,1.0
"Bard, DragonBlue, Leona, Lulu, Nunu, Soraka, Yasuo",1,1.0,34,1,1.0
"DragonPurple, Illaoi, Ornn, Qiyana, Sylas, Talon, Twitch, Varus",1,1.0,6,42,4.023395445134575
"Bard, Heimerdinger, Illaoi, Lulu, Nami, Ryze, Sona, Sylas, TrainerDragon, Zoe",1,1.0,10,54,3.3228070175438598
"Bard, DragonBlue, Hecarim, Nunu, Sejuani, Talon, Yasuo, Yone",3,1.0,1,45,4.094594594594595
"DragonGreen, Gnar, Lulu, Neeko, Pyke, Soraka, Yasuo",1,1.0,35,5,3.875
"Anivia, DragonGreen, Gnar, LeeSin, Lulu, Neeko, Qiyana, Talon",1,1.0,5,245,4.228587196467991
