comp,value_count,average_placement,group,grp_count,grp_placement
"Bard, Diana, Lulu, Olaf, Ornn, Pyke, Shen, Sylas, Talon",1,1.0,2,467,3.2486683455433454
"Diana, Elise, Kayn, Olaf, Ornn, Pyke, Qiyana, Talon",1,1.0,86,3,3.0
"Braum, Diana, Lillia, Nunu, Olaf, Ornn, Qiyana, Yasuo",1,1.0,82,454,4.126419370637832
"Braum, Diana, Lillia, Nunu, Olaf, Shen, Yasuo, Yone",1,1.0,82,454,4.126419370637832
"Bard, Corki, DragonGold, Kayn, Leona, Soraka, Volibear, Yasuo, Zoe",1,1.0,87,1,1.0
"Bard, Corki, DragonGold, Jinx, Soraka, Thresh, Volibear, Yasuo, Zoe",1,1.0,88,1,1.0
"Bard, Corki, Hecarim, Neeko, Ornn",1,1.0,1,619,3.6336631961532624
"Lillia, Neeko, Sona, Thresh, Yasuo",1,1.0,89,1,1.0
"Diana, DragonPurple, Neeko, Ornn, Pyke, Qiyana, Talon, Yasuo",1,1.0,90,20,4.64
"Bard, Braum, Corki, DragonGold, Heimerdinger, Lulu, Sona, Soraka, TrainerDragon, Tristana",1,1.0,24,867,3.743362768820652
"Bard, Kayn, Ornn, Pyke, Qiyana, Sejuani, Talon, Twitch, Yasuo",1,1.0,91,2,1.5
"Braum, Diana, Lillia, Lulu, Olaf, Sejuani, Shen, Talon, Thresh",1,1.0,82,454,4.126419370637832
"Bard, Braum, Diana, Olaf, Ornn, Pyke, Talon, Thresh",1,1.0,2,467,3.2486683455433454
"Bard, Braum, Diana, Olaf, Ornn, Qiyana, Shen, Talon, Thresh",1,1.0,2,467,3.2486683455433454
"Bard, Braum, Diana, Olaf, Ornn, Ryze, Shen, Sylas, Yasuo, Zoe",1,1.0,92,1,1.0
