placement,group,comp,grp_count,grp_placement,mode
1,-1,"AoShin, Ashe, Bard, LeeSin, Neeko, Soraka, Yasuo, Zoe",,4.87,"AoShin, Heimerdinger, Lulu, Nami, Ornn, Soraka, Sylas, TrainerDragon"
5,-1,"AurelionSol, Bard, Nami, Ornn, Ryze, Soraka, Sylas, Zoe",,4.87,"AoShin, Heimerdinger, Lulu, Nami, Ornn, Soraka, Sylas, TrainerDragon"
5,-1,"AoShin, Bard, Hecarim, Nunu, Ornn, Sejuani, Shen, Yasuo",,4.87,"AoShin, Heimerdinger, Lulu, Nami, Ornn, Soraka, Sylas, TrainerDragon"
5,-1,"Bard, DragonPurple, Heimerdinger, Lulu, Ryze, Sona, Soraka, Sylas, Talon, TrainerDragon",,4.87,"AoShin, Heimerdinger, Lulu, Nami, Ornn, Soraka, Sylas, TrainerDragon"
5,-1,"Bard, DragonBlue, Leona, Nunu, Ornn, Soraka, Sylas, Yone",,4.87,"AoShin, Heimerdinger, Lulu, Nami, Ornn, Soraka, Sylas, TrainerDragon"
5,-1,"Ashe, DragonGreen, Hecarim, Neeko, Soraka, Swain, Xayah, Yasuo",,4.87,"AoShin, Heimerdinger, Lulu, Nami, Ornn, Soraka, Sylas, TrainerDragon"
5,-1,"Elise, Gnar, Neeko, Shen, Shyvana, Swain, Xayah",,4.87,"AoShin, Heimerdinger, Lulu, Nami, Ornn, Soraka, Sylas, TrainerDragon"
5,-1,"Anivia, Bard, DragonGreen, Gnar, Lulu, Neeko, Qiyana",,4.87,"AoShin, Heimerdinger, Lulu, Nami, Ornn, Soraka, Sylas, TrainerDragon"
5,-1,"DragonPurple, Heimerdinger, Ornn, Sylas, Talon, TrainerDragon, Tristana, Zoe",,4.87,"AoShin, Heimerdinger, Lulu, Nami, Ornn, Soraka, Sylas, TrainerDragon"
5,-1,"DragonBlue, DragonGold, Leona, Nunu, Sejuani, Yasuo",,4.87,"AoShin, Heimerdinger, Lulu, Nami, Ornn, Soraka, Sylas, TrainerDragon"
5,-1,"DragonGold, Hecarim, Ornn, Pyke, Talon, Xayah, Yasuo, Zoe",,4.87,"AoShin, Heimerdinger, Lulu, Nami, Ornn, Soraka, Sylas, TrainerDragon"
5,-1,"DragonPurple, Heimerdinger, Lulu, Nami, Soraka, Sylas, TrainerDragon, Vladimir, Yasuo",,4.87,"AoShin, Heimerdinger, Lulu, Nami, Ornn, Soraka, Sylas, TrainerDragon"
