unit,items,value_count,average_placement
TFT7_AoShin,"ArchangelsStaff, HextechGunblade, JeweledGauntlet",13,3.15
TFT7_AoShin,"InfinityEdge, JeweledGauntlet, UnstableConcoction",13,3.38
TFT7_AoShin,"Bloodthirster, DragonmancerEmblemItem, UnstableConcoction",102,3.52
TFT7_AoShin,"ArchangelsStaff, JeweledGauntlet, SpearOfShojin",51,3.65
TFT7_AoShin,"ArchangelsStaff, Bloodthirster, SpearOfShojin",12,3.75
TFT7_Aphelios,"LastWhisper, None, RunaansHurricane",12,1.92
TFT7_Aphelios,"GuinsoosRageblade, LastWhisper, None",12,2.5
TFT7_Aphelios,"Chalice, LastWhisper, ZekesHerald",12,2.58
TFT7_Aphelios,"LastWhisper, RapidFireCannon, ZekesHerald",16,2.81
TFT7_Aphelios,"Deathblade, LastWhisper, ZekesHerald",34,3.24
TFT7_AquaticDragon,"JeweledGauntletRadiant, Morellonomicon, SeraphsEmbrace",12,3.75
TFT7_AquaticDragon,"Morellonomicon, RabadonsDeathcap, SeraphsEmbrace",122,3.91
TFT7_AquaticDragon,"JeweledGauntlet, RabadonsDeathcap, SeraphsEmbrace",23,3.91
TFT7_AquaticDragon,"ArchangelsStaff, Morellonomicon, SeraphsEmbrace",156,3.97
TFT7_AquaticDragon,"Morellonomicon, SeraphsEmbrace, UnstableConcoction",15,4.13
TFT7_AurelionSol,"None, None, None",16445,4.5
TFT7_Bard,"EmptyBag, EmptyBag, ThiefsGloves",14,1.0
TFT7_Bard,"DragonmancerEmblemItem, None, None",34,2.44
TFT7_Bard,"ForceOfNature, None, None",25,2.84
TFT7_Bard,"None, None, TitanicHydra",15,3.0
TFT7_Bard,"None, None, RapidFireCannon",19,3.11
TFT7_Braum,"None, None, Shroud",23,3.04
TFT7_Braum,"None, None, RedBuff",17,4.29
TFT7_Braum,"None, None, TitanicHydra",29,4.48
TFT7_Braum,"None, None, None",16311,4.5
TFT7_Braum,"FrozenHeart, None, None",36,4.5
TFT7_Diana,"None, None, RedBuff",21,4.19
TFT7_Diana,"None, None, None",16061,4.51
TFT7_Diana,"None, None, ZekesHerald",19,4.74
TFT7_Diana,"None, None, WarriorEmblemItem",16,4.94
TFT7_Diana,"IonicSpark, None, None",22,5.41
TFT7_DragonBlue,"ArchangelsStaff, JeweledGauntlet, StatikkShiv",21,3.14
TFT7_DragonBlue,"ArchangelsStaff, HextechGunblade, MadredsBloodrazor",36,3.53
TFT7_DragonBlue,"ArchangelsStaff, GuinsoosRageblade, HextechGunblade",46,3.67
TFT7_DragonBlue,"GuinsoosRageblade, MadredsBloodrazor, UnstableConcoction",16,3.75
TFT7_DragonBlue,"GuinsoosRageblade, HextechGunblade, MadredsBloodrazor",22,3.77
TFT7_DragonEarth,"GargoyleStoneplate, GargoyleStoneplate, WarmogsArmor",14,2.93
TFT7_DragonEarth,"FrozenHeart, GargoyleStoneplate, WarmogsArmor",12,3.25
TFT7_DragonEarth,"FrozenHeart, GargoyleStoneplate, RedBuff",12,3.5
TFT7_DragonEarth,"GargoyleStoneplate, RedBuff, WarmogsArmor",19,3.58
TFT7_DragonEarth,"FrozenHeart, None, None",19,4.0
TFT7_DragonGold,"GargoyleStoneplate, GargoyleStoneplate, WarmogsArmor",16,2.69
TFT7_DragonGold,"GargoyleStoneplate, RedBuff, WarmogsArmor",28,3.39
TFT7_DragonGold,"BrambleVest, GargoyleStoneplate, WarmogsArmor",15,3.67
