unit,items,value_count,average_placement
TFT7_Aatrox,"None, None, None",6753,4.49
TFT7_Anivia,"JeweledGauntlet, Morellonomicon, SpearOfShojin",14,3.21
TFT7_Anivia,"ArchangelsStaff, Morellonomicon, SpearOfShojin",30,3.7
TFT7_Anivia,"ArchangelsStaff, Morellonomicon, StatikkShiv",14,4.07
TFT7_Anivia,"None, None, None",5701,4.53
TFT7_Anivia,"ArchangelsStaff, Morellonomicon, None",19,4.68
TFT7_AoShin,"ArchangelsStaff, HextechGunblade, SpearOfShojin",28,3.93
TFT7_AoShin,"ArchangelsStaff, MadredsBloodrazor, SpearOfShojin",14,3.93
TFT7_AoShin,"ArchangelsStaff, MageEmblemItem, SpearOfShojin",24,4.08
TFT7_AoShin,"None, None, None",6343,4.5
TFT7_Ashe,"None, None, None",6537,4.5
TFT7_Ashe,"None, None, Shroud",12,4.67
TFT7_Ashe,"None, None, ZekesHerald",17,4.82
TFT7_Ashe,"None, None, StatikkShiv",30,5.13
TFT7_AurelionSol,"ArchangelsStaff, HextechGunblade, JeweledGauntlet",26,2.38
TFT7_AurelionSol,"ArchangelsStaff, InfinityEdge, JeweledGauntlet",17,2.53
TFT7_AurelionSol,"ArchangelsStaff, ArchangelsStaff, HextechGunblade",15,2.8
TFT7_AurelionSol,"ArchangelsStaff, HextechGunblade, MadredsBloodrazor",19,2.89
TFT7_AurelionSol,"ArchangelsStaff, HextechGunblade, Morellonomicon",23,2.91
TFT7_Bard,"GuinsoosRageblade, None, None",17,2.12
TFT7_Bard,"LastWhisper, None, None",13,2.54
TFT7_Bard,"LocketOfTheIronSolari, None, None",13,2.69
TFT7_Bard,"ChainVest, None, None",13,3.0
TFT7_Bard,"None, None, ZekesHerald",26,3.08
TFT7_Braum,"None, None, Shroud",17,3.88
TFT7_Braum,"None, None, TitanicHydra",22,4.0
TFT7_Braum,"None, None, None",6344,4.49
TFT7_Braum,"None, None, WarmogsArmor",12,4.92
TFT7_Braum,"None, None, RedBuff",19,5.21
TFT7_Corki,"InfinityEdge, MadredsBloodrazor, RunaansHurricane",16,3.25
TFT7_Corki,"InfinityEdge, MadredsBloodrazor, UnstableConcoction",17,3.59
TFT7_Corki,"InfinityEdge, LastWhisper, RunaansHurricane",13,3.92
TFT7_Corki,"GuinsoosRageblade, LastWhisper, UnstableConcoction",14,3.93
TFT7_Corki,"InfinityEdge, LastWhisper, UnstableConcoction",17,4.0
TFT7_Diana,"None, None, None",6409,4.48
TFT7_Diana,"FrozenHeart, IonicSpark, RedBuff",31,4.55
TFT7_Diana,"FrozenHeart, None, None",21,5.48
