unit,items,value_count,average_placement
TFT7_AoShin,"None, None, None",2813,4.56
TFT7_Aphelios,"LastWhisper, MadredsBloodrazor, ZekesHerald",23,3.7
TFT7_Aphelios,"GuinsoosRageblade, LastWhisper, ZekesHerald",22,3.77
TFT7_Aphelios,"LastWhisper, ZekesHerald, ZekesHerald",23,3.96
TFT7_Aphelios,"LastWhisper, RunaansHurricane, ZekesHerald",40,4.0
TFT7_Aphelios,"None, ZekesHerald, ZekesHerald",13,4.38
TFT7_AquaticDragon,"None, None, None",2898,4.46
TFT7_AquaticDragon,"InfinityEdge, JeweledGauntlet, SeraphsEmbrace",27,4.67
TFT7_AurelionSol,"None, None, None",2990,4.51
TFT7_Bard,"Chalice, None, None",12,2.42
TFT7_Bard,"None, None, SpearOfShojin",19,2.74
TFT7_Bard,"None, None, StatikkShiv",17,4.59
TFT7_Bard,"None, None, None",2755,4.61
TFT7_Bard,"None, None, ZekesHerald",12,5.0
TFT7_Braum,"None, None, None",2929,4.5
TFT7_Braum,"None, None, RedBuff",14,5.21
TFT7_Diana,"None, None, ZekesHerald",17,4.41
TFT7_Diana,"None, None, None",2841,4.53
TFT7_DragonBlue,"ArchangelsStaff, GuinsoosRageblade, JeweledGauntlet",13,3.85
TFT7_DragonBlue,"ArchangelsStaff, JeweledGauntlet, UnstableConcoction",13,4.08
TFT7_DragonBlue,"ArchangelsStaff, GuinsoosRageblade, MadredsBloodrazor",20,4.2
TFT7_DragonBlue,"None, None, None",2534,4.48
TFT7_DragonBlue,"ArchangelsStaff, InfinityEdge, JeweledGauntlet",17,4.53
TFT7_DragonEarth,"None, None, None",2813,4.58
TFT7_DragonGold,"None, None, None",2632,4.47
TFT7_DragonGreen,"None, None, None",2992,4.5
TFT7_DragonGuild,"None, None, None",2926,4.47
TFT7_DragonPurple,"None, None, None",2884,4.48
TFT7_DragonSwain,"None, None, None",2944,4.51
TFT7_Ezreal,"None, None, None",3051,4.5
TFT7_Gnar,"None, None, None",3014,4.5
TFT7_Graves,"None, None, None",2421,4.58
TFT7_Hecarim,"FrozenHeart, Morellonomicon, None",20,3.35
TFT7_Hecarim,"None, None, Shroud",13,4.08
TFT7_Hecarim,"FrozenHeart, FrozenHeart, None",15,4.4
TFT7_Hecarim,"FrozenHeart, None, None",89,4.61
TFT7_Hecarim,"None, None, SeraphsEmbrace",36,4.69
TFT7_Jax,"None, None, None",2976,4.5
TFT7_Jayce,"None, None, None",2313,4.6
TFT7_Kaisa,"None, None, None",2982,4.52
TFT7_Karma,"None, None, None",3016,4.51
TFT7_LeeSin,"None, None, None",2850,4.54
TFT7_Leona,"None, None, TitanicHydra",13,3.31
TFT7_Leona,"None, None, None",2932,4.51
TFT7_Lillia,"None, None, None",2945,4.49
TFT7_Lux,"None, None, None",2958,4.48
TFT7_Malphite,"None, None, None",2952,4.49
TFT7_Malphite,"None, None, TitanicHydra",21,5.14
TFT7_Nasus,"None, None, None",3037,4.49
TFT7_Nidalee,"None, None, None",2991,4.49
TFT7_Nilah,"None, None, None",2753,4.48
TFT7_NomsyCannoneer,"None, None, None",2948,4.52
TFT7_NomsyEvoker,"None, None, None",3014,4.5
TFT7_NomsyMage,"None, None, None",3016,4.5
TFT7_Nunu,"Bloodthirster, DragonmancerEmblemItem, UnstableConcoction",37,3.51
TFT7_Nunu,"Bloodthirster, DragonmancerEmblemItem, Redemption",15,4.13
TFT7_Nunu,"None, None, None",2533,4.52
TFT7_Olaf,"None, None, None",2792,4.5
TFT7_Pantheon,"None, None, None",2646,4.51
TFT7_Qiyana,"None, None, ZekesHerald",33,3.18
TFT7_Qiyana,"None, None, None",2932,4.54
TFT7_Rakan,"None, None, Zephyr",21,3.38
TFT7_Rakan,"None, None, SwiftshotEmblemItem",19,3.68
TFT7_Rakan,"None, None, TitanicHydra",22,3.95
TFT7_Rakan,"None, None, RedBuff",19,4.11
TFT7_Rakan,"None, None, Shroud",17,4.53
TFT7_Rell,"FrozenHeart, None, ZekesHerald",30,3.6
TFT7_Rell,"LocketOfTheIronSolari, None, ZekesHerald",17,3.88
TFT7_Rell,"FrozenHeart, None, None",18,4.5
TFT7_Rell,"None, None, None",2463,4.55
TFT7_Rell,"None, ZekesHerald, ZekesHerald",17,4.71
TFT7_Rengar,"None, None, ZekesHerald",93,4.48
TFT7_Rengar,"None, None, None",2641,4.54
TFT7_Rengar,"CannoneerEmblemItem, None, ZekesHerald",19,5.11
TFT7_Sejuani,"None, None, TitanicHydra",33,3.88
TFT7_Sejuani,"None, None, Zephyr",29,4.0
TFT7_Sejuani,"NegatronCloak, None, None",13,4.31
TFT7_Sejuani,"FrozenHeart, None, None",24,4.5
TFT7_Sejuani,"None, None, None",2637,4.51
TFT7_Senna,"None, None, ZekesHerald",329,4.13
TFT7_Senna,"None, None, None",2695,4.54
TFT7_Seraphine,"None, None, None",2890,4.5
TFT7_Sett,"None, None, None",2991,4.51
TFT7_Shyvana,"None, None, None",2414,4.7
TFT7_Skarner,"None, None, None",2992,4.48
TFT7_Soraka,"None, None, None",2777,4.58
TFT7_Sylas,"None, None, TitanicHydra",12,3.33
TFT7_Sylas,"None, None, Shroud",13,4.0
TFT7_Sylas,"None, None, None",2597,4.46
TFT7_Sylas,"FrozenHeart, None, None",17,5.18
TFT7_Sylas,"None, None, RedBuff",15,5.6
TFT7_Taliyah,"None, None, None",3007,4.5
TFT7_Twitch,"None, None, StatikkShiv",23,4.0
TFT7_Twitch,"None, None, ZekesHerald",37,4.43
TFT7_Twitch,"None, None, None",2741,4.52
TFT7_Twitch,"None, ZekesHerald, ZekesHerald",15,5.73
TFT7_Varus,"None, None, None",2982,4.5
TFT7_Vladimir,"None, None, None",2992,4.49
TFT7_Wukong,"None, None, None",3047,4.5
TFT7_Xayah,"GuinsoosRageblade, InfinityEdge, RunaansHurricane",20,3.35
TFT7_Xayah,"GuinsoosRageblade, InfinityEdge, MadredsBloodrazor",27,4.15
TFT7_Xayah,"GuinsoosRageblade, LastWhisper, RunaansHurricane",17,4.18
TFT7_Xayah,"GuildEmblemItem, GuinsoosRageblade, MadredsBloodrazor",17,4.18
TFT7_Xayah,"GuinsoosRageblade, MadredsBloodrazor, UnstableConcoction",14,4.29
TFT7_Yasuo,"None, None, SeraphsEmbrace",13,3.38
TFT7_Yasuo,"None, None, None",2322,4.74
TFT7_Yone,"None, None, None",2832,4.51
TFT7_Zac,"None, None, None",3020,4.48
TFT7_Zeri,"None, None, None",2867,4.52
TFT7_Zeri,"None, None, ZekesHerald",33,4.58
TFT7_Zeri,"DarkflightEmblemItem, None, ZekesHerald",12,4.67
TFT7_Zoe,"None, None, None",2859,4.52
TFT7_Zyra,"None, None, None",2859,4.49
TFT7b_Heimerdinger,"None, None, None",3064,4.5
TFT7b_Lulu,"None, None, None",3064,4.5
TFT7b_Tristana,"None, None, None",3064,4.5
TFT7b_Volibear,"None, None, None",2924,4.53
