unit,items,value_count,average_placement
TFT7_AoShin,"ArchangelsStaff, HextechGunblade, SpearOfShojin",24,3.21
TFT7_AoShin,"InfinityEdge, JeweledGauntlet, SpearOfShojin",20,4.3
TFT7_AoShin,"ArchangelsStaff, JeweledGauntlet, SpearOfShojin",24,4.42
TFT7_AoShin,"None, None, None",8983,4.56
TFT7_Aphelios,"LastWhisper, RunaansHurricane, ZekesHerald",63,3.24
TFT7_Aphelios,"LastWhisper, UnstableConcoction, ZekesHerald",19,3.74
TFT7_Aphelios,"RunaansHurricane, ZekesHerald, ZekesHerald",12,3.92
TFT7_Aphelios,"ZekesHerald, ZekesHerald, ZekesHerald",27,4.0
TFT7_Aphelios,"LastWhisper, SpearOfShojin, ZekesHerald",14,4.14
TFT7_AquaticDragon,"JeweledGauntlet, Morellonomicon, SeraphsEmbrace",24,4.38
TFT7_AquaticDragon,"InfinityEdge, JeweledGauntlet, SeraphsEmbrace",70,4.44
TFT7_AquaticDragon,"None, None, None",9351,4.46
TFT7_AquaticDragon,"ArchangelsStaff, JeweledGauntlet, SeraphsEmbrace",13,5.54
TFT7_AquaticDragon,"ArchangelsStaff, HextechGunblade, SeraphsEmbrace",12,6.0
TFT7_AurelionSol,"None, None, None",9554,4.5
TFT7_Bard,"NegatronCloak, None, None",17,2.71
TFT7_Bard,"ForceOfNature, None, None",20,2.85
TFT7_Bard,"GuinsoosRageblade, None, None",12,2.92
TFT7_Bard,"None, None, SpearOfShojin",61,3.07
TFT7_Bard,"None, None, RecurveBow",28,3.11
TFT7_Braum,"None, None, Shroud",13,3.77
TFT7_Braum,"None, None, TitanicHydra",21,4.14
TFT7_Braum,"GiantsBelt, None, None",12,4.33
TFT7_Braum,"None, None, Zephyr",12,4.5
TFT7_Braum,"None, None, None",9453,4.51
TFT7_Diana,"None, None, RedBuff",14,4.07
TFT7_Diana,"None, None, None",9269,4.53
TFT7_Diana,"IonicSpark, None, None",20,5.05
TFT7_Diana,"None, None, WarriorEmblemItem",15,6.27
TFT7_DragonBlue,"ArchangelsStaff, GuinsoosRageblade, HextechGunblade",14,2.79
TFT7_DragonBlue,"ArchangelsStaff, JeweledGauntlet, MadredsBloodrazor",26,3.23
TFT7_DragonBlue,"GuinsoosRageblade, JeweledGauntlet, MadredsBloodrazor",12,3.42
TFT7_DragonBlue,"ArchangelsStaff, GuinsoosRageblade, JeweledGauntlet",14,3.57
TFT7_DragonBlue,"ArchangelsStaff, HextechGunblade, JeweledGauntlet",12,3.83
TFT7_DragonEarth,"None, None, RedBuff",16,4.31
TFT7_DragonEarth,"None, None, None",9078,4.58
TFT7_DragonGold,"FrozenHeart, ShimmerscaleMogulsMail, WarmogsArmor",13,2.69
TFT7_DragonGold,"FrozenHeart, GargoyleStoneplate, RedBuff",15,3.2
TFT7_DragonGold,"GargoyleStoneplate, RedBuff, WarmogsArmor",24,3.71
TFT7_DragonGold,"FrozenHeart, GargoyleStoneplate, ShimmerscaleMogulsMail",15,3.87
TFT7_DragonGold,"BrambleVest, GargoyleStoneplate, WarmogsArmor",13,3.92
TFT7_DragonGreen,"None, None, None",9554,4.5
TFT7_DragonGuild,"None, None, None",9390,4.49
TFT7_DragonPurple,"None, None, None",8815,4.47
TFT7_DragonPurple,"Bloodthirster, InfinityEdge, TitansResolve",20,4.5
TFT7_DragonPurple,"Bloodthirster, GuardianAngel, TitansResolve",12,4.5
TFT7_DragonPurple,"Bloodthirster, GuinsoosRageblade, TitansResolve",13,4.62
TFT7_DragonSwain,"FrozenHeart, GargoyleStoneplate, Morellonomicon",21,3.71
TFT7_DragonSwain,"None, None, None",9196,4.49
TFT7_DragonSwain,"FrozenHeart, Morellonomicon, TitansResolve",16,4.56
TFT7_DragonSwain,"ArchangelsStaff, FrozenHeart, Morellonomicon",14,5.29
