unit,items,value_count,average_placement
TFT7_Aatrox,"None, None, Zephyr",19,3.21
TFT7_Aatrox,"None, None, TitanicHydra",19,3.74
TFT7_Aatrox,"None, None, Shroud",18,4.33
TFT7_Aatrox,"None, None, None",34566,4.5
TFT7_Aatrox,"None, None, ShimmerscaleDeterminedInvestor",28,6.71
TFT7_Anivia,"Morellonomicon, StatikkShiv, UnstableConcoction",13,2.92
TFT7_Anivia,"JeweledGauntlet, Morellonomicon, StatikkShiv",17,2.94
TFT7_Anivia,"ArchangelsStaff, RabadonsDeathcap, SpearOfShojin",13,3.08
TFT7_Anivia,"HextechGunblade, Morellonomicon, SpearOfShojin",15,3.33
TFT7_Anivia,"ArchangelsStaff, InfinityEdge, JeweledGauntlet",28,3.36
TFT7_AoShin,"ArchangelsStaff, MadredsBloodrazor, UnstableConcoction",34,2.79
TFT7_AoShin,"ArchangelsStaff, ArchangelsStaff, MadredsBloodrazor",15,3.0
TFT7_AoShin,"ArchangelsStaff, JeweledGauntlet, UnstableConcoction",36,3.03
TFT7_AoShin,"ArchangelsStaff, GuinsoosRageblade, SpearOfShojin",21,3.05
TFT7_AoShin,"JeweledGauntlet, SpearOfShojin, UnstableConcoction",21,3.05
TFT7_Ashe,"ForceOfNature, None, None",13,2.92
TFT7_Ashe,"GuinsoosRageblade, None, None",13,3.38
TFT7_Ashe,"None, None, Shroud",59,3.66
TFT7_Ashe,"Morellonomicon, None, None",41,3.71
TFT7_Ashe,"None, None, RunaansHurricane",23,3.74
TFT7_AurelionSol,"ArchangelsStaff, HextechGunblade, MageEmblemItem",34,3.38
TFT7_AurelionSol,"ArchangelsStaff, MadredsBloodrazor, UnstableConcoction",12,3.42
TFT7_AurelionSol,"ArchangelsStaff, Bloodthirster, JeweledGauntlet",17,3.59
TFT7_AurelionSol,"HextechGunblade, InfinityEdge, JeweledGauntlet",16,3.62
TFT7_AurelionSol,"ArchangelsStaff, JeweledGauntlet, UnstableConcoction",16,3.62
TFT7_Bard,"None, None, ThiefsGloves",16,1.94
TFT7_Bard,"Bloodthirster, None, None",15,2.47
TFT7_Bard,"None, None, UnstableConcoction",17,2.59
TFT7_Bard,"None, None, Redemption",39,2.62
TFT7_Bard,"DragonmancerEmblemItem, None, None",18,2.67
TFT7_Braum,"None, None, Shroud",28,3.86
TFT7_Braum,"None, None, SparringGloves",12,4.0
TFT7_Braum,"BrambleVest, None, None",14,4.0
TFT7_Braum,"None, None, TitanicHydra",73,4.38
TFT7_Braum,"None, None, Zephyr",22,4.5
TFT7_Corki,"GuinsoosRageblade, StatikkShiv, StatikkShiv",33,3.18
TFT7_Corki,"LastWhisper, MadredsBloodrazor, RunaansHurricane",35,3.46
TFT7_Corki,"Deathblade, LastWhisper, RunaansHurricane",15,3.6
TFT7_Corki,"HextechGunblade, InfinityEdge, MadredsBloodrazor",12,3.67
TFT7_Corki,"InfinityEdge, StatikkShiv, UnstableConcoction",18,3.72
TFT7_Diana,"FrozenHeart, IonicSpark, UnstableConcoction",16,3.44
TFT7_Diana,"FrozenHeart, IonicSpark, RedBuff",87,3.68
TFT7_Diana,"ArchangelsStaff, FrozenHeart, IonicSpark",13,3.77
TFT7_Diana,"None, None, None",33866,4.5
TFT7_Diana,"FrozenHeart, InfinityEdge, IonicSpark",18,5.11
TFT7_DragonBlue,"GuinsoosRageblade, HextechGunblade, WhispersEmblemItem",33,2.67
TFT7_DragonBlue,"GuinsoosRageblade, Quicksilver, WhispersEmblemItem",44,2.98
TFT7_DragonBlue,"ArchangelsStaff, GuinsoosRageblade, OrnnZhonyasParadox",15,3.07
TFT7_DragonBlue,"ArchangelsStaff, MadredsBloodrazor, RapidFireCannon",19,3.21
TFT7_DragonBlue,"GuinsoosRageblade, HextechGunblade, JeweledGauntlet",35,3.26
TFT7_DragonGold,"RedBuff, ShimmerscaleDiamondHands, WarmogsArmor",21,2.9
TFT7_DragonGold,"GargoyleStoneplate, IonicSpark, WarmogsArmor",20,3.5
TFT7_DragonGold,"IonicSpark, RedBuff, WarmogsArmor",19,3.53
TFT7_DragonGold,"GargoyleStoneplate, TitanicHydra, WarmogsArmor",13,3.54
TFT7_DragonGold,"BrambleVest, GargoyleStoneplate, RedBuff",44,3.57
TFT7_DragonGreen,"Bloodthirster, RapidFireCannon, TitansResolve",26,3.46
TFT7_DragonGreen,"InfinityEdge, TitansResolve, UnstableConcoction",50,3.6
TFT7_DragonGreen,"InfinityEdge, OrnnDeathsDefiance, TitansResolve",17,3.65
TFT7_DragonGreen,"GuardianAngel, HextechGunblade, TitansResolve",16,3.69
TFT7_DragonGreen,"GuardianAngel, InfinityEdge, TitansResolve",36,3.72
TFT7_DragonPurple,"InfinityEdge, Quicksilver, UnstableConcoction",19,3.11
TFT7_DragonPurple,"Bloodthirster, OrnnInfinityForce, TitansResolve",25,3.32
TFT7_DragonPurple,"Bloodthirster, GuinsoosRageblade, RunaansHurricane",14,3.36
TFT7_DragonPurple,"HextechGunblade, InfinityEdge, TitansResolve",17,3.41
TFT7_DragonPurple,"Bloodthirster, RedBuff, UnstableConcoction",14,3.43
TFT7_Elise,"None, None, Zephyr",16,3.19
TFT7_Elise,"Bloodthirster, GuinsoosRageblade, Quicksilver",91,4.44
TFT7_Elise,"None, None, None",34238,4.5
TFT7_Elise,"ArchangelsStaff, Bloodthirster, GuinsoosRageblade",16,4.5
TFT7_Elise,"None, None, StatikkShiv",12,4.67
TFT7_Ezreal,"None, None, None",34784,4.5
TFT7_Ezreal,"InfinityEdge, JeweledGauntlet, SeraphsEmbrace",12,5.08
TFT7_Gnar,"None, None, ThiefsGloves",24,1.83
TFT7_Gnar,"IonicSpark, None, None",47,3.21
TFT7_Gnar,"ForceOfNature, None, None",26,3.46
TFT7_Gnar,"None, None, Shroud",123,3.5
TFT7_Gnar,"None, None, TitansResolve",19,3.53
TFT7_Hecarim,"None, None, ThiefsGloves",23,1.7
TFT7_Hecarim,"IonicSpark, MirageEmblemItem, None",13,2.92
TFT7_Hecarim,"LocketOfTheIronSolari, Morellonomicon, None",12,2.92
TFT7_Hecarim,"GargoyleStoneplate, RedBuff, ThiefsGloves",18,3.11
TFT7_Hecarim,"RunaansHurricane, Shroud, ThiefsGloves",14,3.21
TFT7_Heimerdinger,"FrozenHeart, None, None",16,2.62
TFT7_Heimerdinger,"Chalice, Chalice, ZekesHerald",14,3.14
TFT7_Heimerdinger,"Morellonomicon, None, None",14,3.14
TFT7_Heimerdinger,"ForceOfNature, None, None",58,3.4
TFT7_Heimerdinger,"None, None, PowerGauntlet",26,3.46
TFT7_Illaoi,"GargoyleStoneplate, RedBuff, Redemption",29,3.28
TFT7_Illaoi,"GargoyleStoneplate, RedBuff, TitanicHydra",12,3.5
TFT7_Illaoi,"FrozenHeart, None, None",15,3.6
TFT7_Illaoi,"BrambleVest, GargoyleStoneplate, RedBuff",16,3.94
TFT7_Illaoi,"DragonsClaw, RedBuff, WarmogsArmor",18,4.11
TFT7_Jinx,"None, None, Zephyr",17,4.12
TFT7_Jinx,"None, None, Shroud",27,4.15
TFT7_Jinx,"Chalice, None, None",12,4.17
TFT7_Jinx,"None, None, None",34227,4.5
TFT7_Jinx,"LocketOfTheIronSolari, None, None",14,4.57
TFT7_Karma,"Chalice, None, None",19,3.0
TFT7_Karma,"CavalierEmblemItem, None, None",16,3.5
TFT7_Karma,"None, None, Zephyr",22,3.55
TFT7_Karma,"None, None, Shroud",37,3.89
TFT7_Karma,"None, None, StatikkShiv",12,4.17
TFT7_Kayn,"None, None, Shroud",28,2.93
TFT7_Kayn,"None, None, Zephyr",23,3.61
TFT7_Kayn,"None, None, RedBuff",18,3.78
TFT7_Kayn,"FrozenHeart, None, None",103,4.41
TFT7_Kayn,"None, None, None",34080,4.5
TFT7_LeeSin,"None, None, Shroud",25,3.28
TFT7_LeeSin,"CavalierEmblemItem, None, None",15,3.4
TFT7_LeeSin,"None, None, TitanicHydra",18,4.39
TFT7_LeeSin,"None, None, Zephyr",13,4.46
TFT7_LeeSin,"None, None, None",34133,4.49
TFT7_Leona,"None, None, Redemption",12,4.0
TFT7_Leona,"None, None, Zephyr",35,4.0
TFT7_Leona,"None, None, RedBuff",44,4.36
TFT7_Leona,"None, None, Shroud",55,4.44
TFT7_Leona,"None, None, SparringGloves",15,4.47
TFT7_Lillia,"AssassinEmblemItem, None, None",29,3.93
TFT7_Lillia,"LocketOfTheIronSolari, None, None",31,3.94
TFT7_Lillia,"None, None, Zephyr",53,3.98
TFT7_Lillia,"None, None, Shroud",55,4.09
TFT7_Lillia,"IonicSpark, None, None",18,4.11
TFT7_Lulu,"None, None, ThiefsGloves",15,1.67
TFT7_Lulu,"Chalice, JadeEmblemItem, None",13,2.38
TFT7_Lulu,"None, PowerGauntlet, Zephyr",12,2.42
TFT7_Lulu,"None, StatikkShiv, ZekesHerald",12,2.42
TFT7_Lulu,"MageEmblemItem, None, ZekesHerald",12,2.58
TFT7_Nami,"Morellonomicon, None, None",24,3.79
TFT7_Nami,"None, None, Shroud",71,3.97
TFT7_Nami,"None, None, UnstableConcoction",15,4.0
TFT7_Nami,"HextechGunblade, None, None",19,4.0
TFT7_Nami,"LocketOfTheIronSolari, None, None",34,4.06
TFT7_Neeko,"IonicSpark, RedBuff, TitanicHydra",12,2.33
TFT7_Neeko,"BrambleVest, RedBuff, TitanicHydra",12,2.67
TFT7_Neeko,"DragonsClaw, IonicSpark, RedBuff",15,2.8
TFT7_Neeko,"BrambleVest, IonicSpark, WarmogsArmor",17,2.88
TFT7_Neeko,"GargoyleStoneplate, IonicSpark, Morellonomicon",18,3.0
TFT7_Nidalee,"None, None, None",34815,4.5
TFT7_Nunu,"None, None, ThiefsGloves",14,1.36
TFT7_Nunu,"FrozenHeart, GargoyleStoneplate, RedBuff",13,2.69
TFT7_Nunu,"IonicSpark, RedBuff, Redemption",60,2.93
TFT7_Nunu,"RedBuff, TitansResolve, WarmogsArmor",24,3.04
TFT7_Nunu,"IonicSpark, WarmogsArmor, WarmogsArmor",17,3.06
TFT7_Olaf,"AssassinEmblemItem, InfinityEdge, UnstableConcoction",19,3.37
TFT7_Olaf,"InfinityEdge, RunaansHurricane, UnstableConcoction",14,3.64
TFT7_Olaf,"AssassinEmblemItem, InfinityEdge, RapidFireCannon",108,3.93
TFT7_Olaf,"AssassinEmblemItem, InfinityEdge, RunaansHurricane",234,4.34
TFT7_Olaf,"AssassinEmblemItem, Bloodthirster, RunaansHurricane",21,4.43
TFT7_Ornn,"None, None, ThiefsGloves",23,1.87
TFT7_Ornn,"GuardianAngel, Morellonomicon, ThiefsGloves",12,2.75
TFT7_Ornn,"HextechGunblade, RabadonsDeathcap, ThiefsGloves",12,2.92
TFT7_Ornn,"GargoyleStoneplate, RedBuff, TitanicHydra",14,3.29
TFT7_Ornn,"None, RedBuff, TitanicHydra",24,3.29
TFT7_Pyke,"None, None, Zephyr",22,2.86
TFT7_Pyke,"None, None, RedBuff",13,2.92
TFT7_Pyke,"MadredsBloodrazor, None, None",15,3.27
TFT7_Pyke,"IonicSpark, None, None",23,3.48
TFT7_Pyke,"GuardianAngel, None, None",33,3.52
TFT7_Qiyana,"None, None, Shroud",31,3.71
TFT7_Qiyana,"None, None, Zephyr",32,3.72
TFT7_Qiyana,"NeedlesslyLargeRod, None, None",21,4.29
TFT7_Qiyana,"None, None, ZekesHerald",19,4.32
TFT7_Qiyana,"None, None, StatikkShiv",18,4.33
TFT7_Ryze,"NeedlesslyLargeRod, None, None",18,3.89
TFT7_Ryze,"None, None, Zephyr",12,3.92
TFT7_Ryze,"None, None, Shroud",16,4.06
TFT7_Ryze,"None, None, StatikkShiv",12,4.17
TFT7_Ryze,"None, None, None",33750,4.48
TFT7_Sejuani,"LocketOfTheIronSolari, LocketOfTheIronSolari, None",22,2.77
TFT7_Sejuani,"None, ZekesHerald, ZekesHerald",12,3.08
TFT7_Sejuani,"None, TitanicHydra, TitanicHydra",14,3.36
TFT7_Sejuani,"None, None, Shroud",173,3.47
TFT7_Sejuani,"None, None, RecurveBow",14,3.64
TFT7_Senna,"None, None, None",34714,4.49
TFT7_Senna,"LastWhisper, None, None",13,4.77
TFT7_Senna,"DragonmancerEmblemItem, None, None",12,5.17
TFT7_Sett,"GuinsoosRageblade, InfinityEdge, Quicksilver",20,3.8
TFT7_Sett,"None, None, Zephyr",16,3.88
TFT7_Sett,"None, None, None",34177,4.49
TFT7_Sett,"GuinsoosRageblade, MadredsBloodrazor, Quicksilver",156,4.54
TFT7_Sett,"None, None, ShimmerscaleEmblemItem",20,4.8
TFT7_Shen,"None, ZekesHerald, ZekesHerald",16,3.75
TFT7_Shen,"AssassinEmblemItem, None, None",12,3.83
TFT7_Shen,"LocketOfTheIronSolari, LocketOfTheIronSolari, None",13,3.85
TFT7_Shen,"None, None, Shroud",63,4.0
TFT7_Shen,"DragonsClaw, None, None",16,4.06
TFT7_Shyvana,"IonicSpark, Morellonomicon, UnstableConcoction",12,2.42
TFT7_Shyvana,"ArchangelsStaff, ArchangelsStaff, Morellonomicon",14,2.57
TFT7_Shyvana,"MadredsBloodrazor, Morellonomicon, UnstableConcoction",15,2.6
TFT7_Shyvana,"JeweledGauntlet, MadredsBloodrazor, Morellonomicon",12,2.67
TFT7_Shyvana,"ArchangelsStaff, HextechGunblade, Morellonomicon",14,2.79
TFT7_Skarner,"None, None, None",34668,4.5
TFT7_Skarner,"None, None, TitanicHydra",21,4.86
TFT7_Skarner,"None, None, RedBuff",17,5.59
TFT7_Skarner,"FrozenHeart, None, None",12,5.83
TFT7_Sona,"None, None, ThiefsGloves",25,1.84
TFT7_Sona,"JeweledGauntlet, MageEmblemItem, RabadonsDeathcap",12,2.75
TFT7_Sona,"MageEmblemItem, SpearOfShojin, StatikkShiv",12,3.0
TFT7_Sona,"ArchangelsStaff, JeweledGauntlet, Morellonomicon",17,3.35
TFT7_Sona,"JeweledGauntlet, MageEmblemItem, Morellonomicon",36,3.36
TFT7_Soraka,"None, None, ThiefsGloves",26,1.35
TFT7_Soraka,"Bloodthirster, None, None",13,2.38
TFT7_Soraka,"ArchangelsStaff, GuardianAngel, None",12,2.42
TFT7_Soraka,"Deathblade, None, None",14,2.71
TFT7_Soraka,"Morellonomicon, None, None",16,2.81
TFT7_Swain,"None, None, Shroud",26,2.69
TFT7_Swain,"None, None, Zephyr",34,3.53
TFT7_Swain,"None, None, ZekesHerald",15,3.93
TFT7_Swain,"GuinsoosRageblade, Quicksilver, StatikkShiv",126,4.05
TFT7_Swain,"ArchangelsStaff, GuinsoosRageblade, StatikkShiv",61,4.1
TFT7_Sylas,"None, None, ThiefsGloves",14,1.29
TFT7_Sylas,"MirageEmblemItem, None, None",12,2.58
TFT7_Sylas,"IonicSpark, TitanicHydra, WarmogsArmor",18,2.67
TFT7_Sylas,"FrozenHeart, RedBuff, TitansResolve",14,2.79
TFT7_Sylas,"FrozenHeart, GargoyleStoneplate, Redemption",12,2.83
TFT7_TahmKench,"None, None, TitanicHydra",15,3.27
TFT7_TahmKench,"None, None, Zephyr",15,3.93
TFT7_TahmKench,"None, None, RedBuff",21,4.29
TFT7_TahmKench,"None, None, None",34586,4.5
TFT7_TahmKench,"GargoyleStoneplate, None, None",15,5.53
TFT7_Talon,"InfinityEdge, MadredsBloodrazor, UnstableConcoction",16,3.19
TFT7_Talon,"None, None, RunaansHurricane",25,3.72
TFT7_Talon,"None, None, Shroud",22,3.82
TFT7_Talon,"None, None, Zephyr",24,3.88
TFT7_Talon,"FrozenHeart, None, RedBuff",16,4.06
TFT7_Taric,"None, None, Shroud",25,3.32
TFT7_Taric,"None, None, Zephyr",14,3.64
TFT7_Taric,"None, None, TitanicHydra",20,4.15
TFT7_Taric,"None, None, None",34527,4.5
TFT7_Taric,"GiantsBelt, None, None",12,4.67
TFT7_Thresh,"None, None, ShimmerscaleEmblemItem",41,3.76
TFT7_Thresh,"None, None, Zephyr",67,3.81
TFT7_Thresh,"None, None, ZekesHerald",18,3.83
TFT7_Thresh,"None, None, Shroud",47,3.89
TFT7_Thresh,"None, None, TitanicHydra",75,3.96
TFT7_TrainerDragon,"None, None, None",23958,4.49
TFT7_TrainerDragon,"None, None, TrainerSnax",11034,4.52
TFT7_Tristana,"None, None, ThiefsGloves",19,1.74
TFT7_Tristana,"HextechGunblade, None, None",12,3.08
TFT7_Tristana,"LastWhisper, None, RunaansHurricane",14,3.36
TFT7_Tristana,"ZekesHerald, ZekesHerald, ZekesHerald",13,3.38
TFT7_Tristana,"MadredsBloodrazor, RunaansHurricane, ThiefsGloves",13,3.38
TFT7_Twitch,"None, None, PowerGauntlet",68,3.5
TFT7_Twitch,"None, None, RunaansHurricane",28,3.54
TFT7_Twitch,"None, PowerGauntlet, ZekesHerald",19,3.58
TFT7_Twitch,"None, StatikkShiv, ZekesHerald",12,3.67
TFT7_Twitch,"None, None, Zephyr",44,3.84
TFT7_Varus,"GuinsoosRageblade, RunaansHurricane, StatikkShiv",14,3.79
TFT7_Varus,"GuinsoosRageblade, Quicksilver, RunaansHurricane",18,4.39
TFT7_Varus,"GuinsoosRageblade, MadredsBloodrazor, RunaansHurricane",234,4.4
TFT7_Varus,"Deathblade, GuinsoosRageblade, InfinityEdge",26,4.46
TFT7_Varus,"GuinsoosRageblade, RunaansHurricane, UnstableConcoction",76,4.49
TFT7_Vladimir,"None, None, Shroud",22,4.18
TFT7_Vladimir,"None, None, None",34562,4.5
TFT7_Vladimir,"None, None, TitanicHydra",26,5.19
TFT7_Vladimir,"None, None, Zephyr",17,5.41
TFT7_Volibear,"GuinsoosRageblade, Quicksilver, TitansResolve",20,4.0
TFT7_Volibear,"GuinsoosRageblade, Quicksilver, StatikkShiv",15,4.07
TFT7_Volibear,"None, None, Shroud",13,4.31
TFT7_Volibear,"GuinsoosRageblade, HextechGunblade, Quicksilver",13,4.38
TFT7_Volibear,"None, None, None",33424,4.49
TFT7_Xayah,"GuinsoosRageblade, InfinityEdge, LastWhisper",20,3.75
TFT7_Xayah,"GuinsoosRageblade, Quicksilver, StatikkShiv",17,3.76
TFT7_Xayah,"None, None, RunaansHurricane",13,3.77
TFT7_Xayah,"GuinsoosRageblade, InfinityEdge, MadredsBloodrazor",86,3.8
TFT7_Xayah,"GuinsoosRageblade, Quicksilver, ShimmerscaleDravensAxe",17,3.88
TFT7_Yasuo,"None, None, ThiefsGloves",37,1.76
TFT7_Yasuo,"CavalierEmblemItem, Quicksilver, UnstableConcoction",22,2.0
TFT7_Yasuo,"Bloodthirster, Quicksilver, UnstableConcoction",13,2.15
TFT7_Yasuo,"Quicksilver, SeraphsEmbrace, TitansResolve",13,2.23
TFT7_Yasuo,"Bloodthirster, CavalierEmblemItem, Quicksilver",37,2.38
TFT7_Yone,"None, None, Shroud",49,3.2
TFT7_Yone,"InfinityEdge, None, None",27,3.33
TFT7_Yone,"LocketOfTheIronSolari, None, None",18,3.61
TFT7_Yone,"None, None, PowerGauntlet",35,3.63
TFT7_Yone,"Deathblade, None, None",17,3.65
TFT7_Zoe,"None, None, ThiefsGloves",33,1.55
TFT7_Zoe,"ArchangelsStaff, SpearOfShojin, StatikkShiv",14,2.21
TFT7_Zoe,"ArchangelsStaff, GuinsoosRageblade, SpearOfShojin",17,2.94
TFT7_Zoe,"None, StatikkShiv, UnstableConcoction",14,3.0
TFT7_Zoe,"HextechGunblade, None, SpearOfShojin",15,3.07
