unit,items,value_count,average_placement
TFT7_AoShin,"InfinityEdge, JeweledGauntlet, SpearOfShojin",26,3.27
TFT7_AoShin,"ArchangelsStaff, HextechGunblade, SpearOfShojin",24,3.42
TFT7_AoShin,"ArchangelsStaff, JeweledGauntlet, SpearOfShojin",40,3.45
TFT7_AoShin,"ArchangelsStaff, InfinityEdge, JeweledGauntlet",13,4.0
TFT7_AoShin,"None, None, None",10586,4.55
TFT7_Aphelios,"InfinityEdge, ZekesHerald, ZekesHerald",18,3.5
TFT7_Aphelios,"StatikkShiv, ZekesHerald, ZekesHerald",13,3.62
TFT7_Aphelios,"LastWhisper, RunaansHurricane, ZekesHerald",81,3.62
TFT7_Aphelios,"GuinsoosRageblade, UnstableConcoction, ZekesHerald",15,3.8
TFT7_Aphelios,"Deathblade, LastWhisper, ZekesHerald",26,3.88
TFT7_AquaticDragon,"ArchangelsStaff, Morellonomicon, SeraphsEmbrace",12,3.75
TFT7_AquaticDragon,"ArchangelsStaff, JeweledGauntlet, SeraphsEmbrace",17,4.12
TFT7_AquaticDragon,"InfinityEdge, JeweledGauntlet, SeraphsEmbrace",75,4.29
TFT7_AquaticDragon,"JeweledGauntlet, Morellonomicon, SeraphsEmbrace",16,4.44
TFT7_AquaticDragon,"None, None, None",10889,4.47
TFT7_AurelionSol,"None, None, None",11222,4.5
TFT7_Bard,"None, None, Shroud",34,2.56
TFT7_Bard,"None, None, RunaansHurricane",15,2.73
TFT7_Bard,"None, None, PowerGauntlet",36,2.78
TFT7_Bard,"ForceOfNature, None, None",22,2.91
TFT7_Bard,"DragonmancerEmblemItem, None, None",13,3.08
TFT7_Braum,"None, None, Shroud",17,4.24
TFT7_Braum,"GargoyleStoneplate, None, None",19,4.42
TFT7_Braum,"FrozenHeart, None, None",30,4.43
TFT7_Braum,"None, None, Redemption",12,4.5
TFT7_Braum,"None, None, None",11000,4.51
TFT7_Diana,"ArchangelsStaff, None, None",16,4.44
TFT7_Diana,"None, None, ZekesHerald",30,4.5
TFT7_Diana,"None, None, WarriorEmblemItem",12,4.5
TFT7_Diana,"FrozenHeart, None, None",17,4.53
TFT7_Diana,"None, None, None",10644,4.54
TFT7_DragonBlue,"ArchangelsStaff, JeweledGauntlet, StatikkShiv",14,3.0
TFT7_DragonBlue,"GuinsoosRageblade, HextechGunblade, MadredsBloodrazor",13,3.08
TFT7_DragonBlue,"ArchangelsStaff, HextechGunblade, JeweledGauntlet",19,3.47
TFT7_DragonBlue,"ArchangelsStaff, GuinsoosRageblade, HextechGunblade",17,3.59
TFT7_DragonBlue,"GuinsoosRageblade, MadredsBloodrazor, UnstableConcoction",13,3.62
TFT7_DragonEarth,"None, None, RedBuff",13,3.69
TFT7_DragonEarth,"GargoyleStoneplate, RedBuff, WarmogsArmor",12,3.92
TFT7_DragonEarth,"None, None, None",10575,4.57
TFT7_DragonGold,"GargoyleStoneplate, RedBuff, Redemption",14,3.71
TFT7_DragonGold,"DragonsClaw, GargoyleStoneplate, RedBuff",14,3.86
TFT7_DragonGold,"GargoyleStoneplate, RedBuff, WarmogsArmor",24,4.12
TFT7_DragonGold,"BrambleVest, GargoyleStoneplate, RedBuff",12,4.17
TFT7_DragonGold,"None, RedBuff, WarmogsArmor",17,4.24
TFT7_DragonGreen,"None, None, None",11134,4.5
