unit,items,value_count,average_placement
TFT7_Aatrox,"None, None, PowerGauntlet",13,3.15
TFT7_Aatrox,"None, None, Shroud",15,3.2
TFT7_Aatrox,"None, None, TitanicHydra",44,3.52
TFT7_Aatrox,"None, None, Zephyr",24,3.96
TFT7_Aatrox,"None, None, ShimmerscaleHeartOfGold",13,4.08
TFT7_Anivia,"HextechGunblade, JeweledGauntlet, Morellonomicon",25,3.08
TFT7_Anivia,"CavalierEmblemItem, HextechGunblade, Morellonomicon",19,3.11
TFT7_Anivia,"MadredsBloodrazor, Morellonomicon, SpearOfShojin",13,3.31
TFT7_Anivia,"JeweledGauntlet, MadredsBloodrazor, Morellonomicon",16,3.31
TFT7_Anivia,"ArchangelsStaff, ArchangelsStaff, JeweledGauntlet",12,3.33
TFT7_AoShin,"ArchangelsStaff, GuinsoosRageblade, MadredsBloodrazor",15,2.6
TFT7_AoShin,"ArchangelsStaff, OrnnZhonyasParadox, SpearOfShojin",13,2.69
TFT7_AoShin,"ArchangelsStaff, Bloodthirster, GuinsoosRageblade",12,2.83
TFT7_AoShin,"HextechGunblade, MadredsBloodrazor, SpearOfShojin",14,2.86
TFT7_AoShin,"ArchangelsStaff, RabadonsDeathcap, SpearOfShojin",35,2.86
TFT7_Ashe,"Deathblade, None, None",16,3.12
TFT7_Ashe,"None, None, Shroud",48,3.33
TFT7_Ashe,"None, None, Zephyr",70,3.49
TFT7_Ashe,"LastWhisper, None, None",39,3.67
TFT7_Ashe,"InfinityEdge, None, None",19,3.74
TFT7_AurelionSol,"HextechGunblade, InfinityEdge, JeweledGauntlet",26,2.88
TFT7_AurelionSol,"ArchangelsStaff, JeweledGauntlet, MageEmblemItem",20,3.0
TFT7_AurelionSol,"HextechGunblade, JeweledGauntlet, MageEmblemItem",18,3.22
TFT7_AurelionSol,"HextechGunblade, JeweledGauntlet, MadredsBloodrazor",14,3.29
TFT7_AurelionSol,"ArchangelsStaff, ArchangelsStaff, HextechGunblade",16,3.31
TFT7_Bard,"EmptyBag, EmptyBag, ThiefsGloves",22,1.55
TFT7_Bard,"None, None, UnstableConcoction",13,2.23
TFT7_Bard,"None, None, Redemption",34,2.44
TFT7_Bard,"FrozenHeart, None, None",15,2.47
TFT7_Bard,"None, None, RagewingEmblemItem",27,2.56
TFT7_Braum,"None, None, Redemption",18,3.72
TFT7_Braum,"None, None, Zephyr",29,3.79
TFT7_Braum,"LocketOfTheIronSolari, None, None",22,4.05
TFT7_Braum,"None, None, Shroud",27,4.33
TFT7_Braum,"BrambleVest, None, None",22,4.45
TFT7_Corki,"InfinityEdge, MadredsBloodrazor, UnstableConcoction",22,3.41
TFT7_Corki,"GuinsoosRageblade, Quicksilver, ShimmerscaleDravensAxe",12,3.42
TFT7_Corki,"GuinsoosRageblade, RunaansHurricane, UnstableConcoction",31,3.65
TFT7_Corki,"InfinityEdge, RunaansHurricane, UnstableConcoction",24,3.71
TFT7_Corki,"InfinityEdge, LastWhisper, MadredsBloodrazor",36,3.75
TFT7_Diana,"FrozenHeart, InfinityEdge, IonicSpark",20,3.55
TFT7_Diana,"FrozenHeart, IonicSpark, RedBuff",60,3.65
TFT7_Diana,"FrozenHeart, IonicSpark, RabadonsDeathcap",13,3.77
TFT7_Diana,"None, None, None",27599,4.51
TFT7_Diana,"FrozenHeart, None, RedBuff",17,4.53
TFT7_DragonBlue,"GuinsoosRageblade, Quicksilver, WhispersEmblemItem",75,3.2
TFT7_DragonBlue,"GuinsoosRageblade, Quicksilver, RevelEmblemItem",76,3.66
TFT7_DragonBlue,"GuinsoosRageblade, HextechGunblade, Quicksilver",16,3.69
TFT7_DragonBlue,"GuinsoosRageblade, InfinityEdge, UnstableConcoction",14,3.86
TFT7_DragonBlue,"GuinsoosRageblade, HextechGunblade, MadredsBloodrazor",15,3.87
TFT7_DragonGold,"RedBuff, Redemption, ShimmerscaleMogulsMail",19,2.84
TFT7_DragonGold,"GargoyleStoneplate, ShimmerscaleDiamondHands, WarmogsArmor",13,2.92
TFT7_DragonGold,"GargoyleStoneplate, ShimmerscaleMogulsMail, TitansResolve",12,3.58
TFT7_DragonGold,"Redemption, ShimmerscaleMogulsMail, WarmogsArmor",14,3.64
TFT7_DragonGold,"GargoyleStoneplate, ShimmerscaleHeartOfGold, ShimmerscaleMogulsMail",40,3.68
TFT7_DragonGreen,"GuardianAngel, OrnnDeathsDefiance, TitansResolve",15,3.4
TFT7_DragonGreen,"Bloodthirster, InfinityEdge, UnstableConcoction",13,3.54
TFT7_DragonGreen,"Bloodthirster, OrnnDeathsDefiance, TitansResolve",24,3.58
TFT7_DragonGreen,"GuardianAngel, InfinityEdge, UnstableConcoction",26,3.65
TFT7_DragonGreen,"Bloodthirster, GuardianAngel, OrnnInfinityForce",15,3.67
TFT7_DragonPurple,"Bloodthirster, GuardianAngel, Quicksilver",15,3.33
TFT7_DragonPurple,"Bloodthirster, FrozenHeart, TitansResolve",27,3.37
TFT7_DragonPurple,"Bloodthirster, GuardianAngel, MadredsBloodrazor",20,3.45
TFT7_DragonPurple,"GuardianAngel, InfinityEdge, UnstableConcoction",25,3.52
TFT7_DragonPurple,"Bloodthirster, GuardianAngel, UnstableConcoction",46,3.57
TFT7_Elise,"Bloodthirster, GuinsoosRageblade, Quicksilver",94,4.3
TFT7_Elise,"None, None, None",28100,4.5
TFT7_Elise,"Bloodthirster, GuinsoosRageblade, None",16,6.25
TFT7_Ezreal,"None, None, None",28480,4.49
TFT7_Gnar,"EmptyBag, EmptyBag, ThiefsGloves",21,1.48
