unit,items,value_count,average_placement
TFT7_Aatrox,"None, None, None",23534,4.5
TFT7_Anivia,"ArchangelsStaff, InfinityEdge, JeweledGauntlet",17,3.24
TFT7_Anivia,"ArchangelsStaff, Morellonomicon, UnstableConcoction",36,3.25
TFT7_Anivia,"HextechGunblade, Morellonomicon, None",23,3.35
TFT7_Anivia,"ArchangelsStaff, HextechGunblade, Morellonomicon",60,3.38
TFT7_Anivia,"MadredsBloodrazor, Morellonomicon, None",14,3.43
TFT7_AoShin,"ArchangelsStaff, InfinityEdge, JeweledGauntlet",14,3.0
TFT7_AoShin,"ArchangelsStaff, ArchangelsStaff, SpearOfShojin",32,3.53
TFT7_AoShin,"ArchangelsStaff, HextechGunblade, JeweledGauntlet",12,3.75
TFT7_AoShin,"ArchangelsStaff, RabadonsDeathcap, SpearOfShojin",23,3.83
TFT7_AoShin,"InfinityEdge, JeweledGauntlet, SpearOfShojin",27,3.89
TFT7_Ashe,"Morellonomicon, None, None",24,3.04
TFT7_Ashe,"None, None, Zephyr",29,3.21
TFT7_Ashe,"Chalice, None, None",13,3.62
TFT7_Ashe,"None, None, RunaansHurricane",23,3.65
TFT7_Ashe,"None, None, ZekesHerald",20,3.85
TFT7_AurelionSol,"ArchangelsStaff, ArchangelsStaff, HextechGunblade",17,2.71
TFT7_AurelionSol,"ArchangelsStaff, HextechGunblade, Morellonomicon",31,3.0
TFT7_AurelionSol,"ArchangelsStaff, HextechGunblade, MadredsBloodrazor",24,3.29
TFT7_AurelionSol,"ArchangelsStaff, InfinityEdge, JeweledGauntlet",23,3.3
TFT7_AurelionSol,"HextechGunblade, InfinityEdge, JeweledGauntlet",12,3.33
TFT7_Bard,"None, None, RedBuff",20,2.55
TFT7_Bard,"None, None, RunaansHurricane",28,2.64
TFT7_Bard,"DragonsClaw, None, None",13,2.69
TFT7_Bard,"None, None, Redemption",22,2.77
TFT7_Bard,"InfinityEdge, None, None",13,2.77
TFT7_Braum,"BrambleVest, None, None",16,4.38
TFT7_Braum,"GargoyleStoneplate, None, WarmogsArmor",12,4.42
TFT7_Braum,"None, None, Shroud",39,4.46
TFT7_Braum,"None, None, None",22633,4.49
TFT7_Braum,"None, None, Zephyr",34,4.62
TFT7_Corki,"RunaansHurricane, StatikkShiv, UnstableConcoction",12,2.67
TFT7_Corki,"GuinsoosRageblade, RunaansHurricane, StatikkShiv",33,3.12
TFT7_Corki,"GuinsoosRageblade, StatikkShiv, StatikkShiv",12,3.17
TFT7_Corki,"Deathblade, GuinsoosRageblade, RunaansHurricane",27,3.33
TFT7_Corki,"Bloodthirster, GuinsoosRageblade, StatikkShiv",12,3.33
TFT7_Diana,"FrozenHeart, IonicSpark, RedBuff",55,3.65
TFT7_Diana,"None, None, None",22927,4.5
TFT7_Diana,"FrozenHeart, InfinityEdge, IonicSpark",13,5.0
TFT7_Diana,"None, None, RedBuff",14,5.36
TFT7_Diana,"FrozenHeart, IonicSpark, None",12,5.5
TFT7_DragonBlue,"ArchangelsStaff, JeweledGauntlet, Morellonomicon",14,2.79
TFT7_DragonBlue,"GuinsoosRageblade, Quicksilver, WhispersEmblemItem",15,3.07
TFT7_DragonBlue,"GuinsoosRageblade, Quicksilver, UnstableConcoction",12,3.08
TFT7_DragonBlue,"InfinityEdge, JeweledGauntlet, Morellonomicon",19,3.16
TFT7_DragonBlue,"ArchangelsStaff, HextechGunblade, StatikkShiv",27,3.3
TFT7_DragonGold,"GargoyleStoneplate, Redemption, ShimmerscaleMogulsMail",12,2.5
TFT7_DragonGold,"GargoyleStoneplate, IonicSpark, ShimmerscaleMogulsMail",13,3.15
TFT7_DragonGold,"BrambleVest, GargoyleStoneplate, ShimmerscaleDiamondHands",12,3.25
TFT7_DragonGold,"GargoyleStoneplate, RedBuff, ShimmerscaleDiamondHands",50,3.54
TFT7_DragonGold,"BrambleVest, DragonsClaw, GargoyleStoneplate",12,3.58
TFT7_DragonGreen,"GuardianAngel, InfinityEdge, TitansResolve",24,3.42
TFT7_DragonGreen,"GuardianAngel, OrnnDeathsDefiance, TitansResolve",18,3.44
TFT7_DragonGreen,"InfinityEdge, TitansResolve, TitansResolve",13,3.46
TFT7_DragonGreen,"AssassinEmblemItem, Bloodthirster, TitansResolve",15,3.47
TFT7_DragonGreen,"Bloodthirster, OrnnInfinityForce, TitansResolve",24,3.5
TFT7_DragonPurple,"Bloodthirster, FrozenHeart, TitansResolve",18,3.0
TFT7_DragonPurple,"GuinsoosRageblade, InfinityEdge, UnstableConcoction",16,3.06
TFT7_DragonPurple,"Bloodthirster, GuardianAngel, Quicksilver",13,3.23
TFT7_DragonPurple,"Bloodthirster, InfinityEdge, Quicksilver",25,3.32
TFT7_DragonPurple,"GuardianAngel, InfinityEdge, UnstableConcoction",14,3.43
TFT7_Elise,"None, None, None",23034,4.49
TFT7_Elise,"Bloodthirster, GuinsoosRageblade, Quicksilver",76,4.59
TFT7_Elise,"ArchangelsStaff, Bloodthirster, GuinsoosRageblade",15,5.6
TFT7_Ezreal,"None, None, None",23642,4.5
TFT7_Gnar,"FrozenHeart, None, None",50,3.22
TFT7_Gnar,"GargoyleStoneplate, RedBuff, ThiefsGloves",15,3.33
TFT7_Gnar,"LastWhisper, None, None",13,3.38
TFT7_Gnar,"GargoyleStoneplate, None, None",28,3.46
TFT7_Gnar,"None, None, PowerGauntlet",28,3.5
TFT7_Hecarim,"IonicSpark, MirageEmblemItem, None",12,2.67
TFT7_Hecarim,"None, None, Redemption",31,3.16
TFT7_Hecarim,"HextechGunblade, None, None",12,3.25
TFT7_Hecarim,"GuardianEmblemItem, None, None",14,3.36
TFT7_Hecarim,"LocketOfTheIronSolari, None, None",58,3.4
TFT7_Heimerdinger,"None, None, SparringGloves",19,2.95
TFT7_Heimerdinger,"NegatronCloak, None, None",12,3.5
TFT7_Heimerdinger,"ForceOfNature, None, None",20,3.85
TFT7_Heimerdinger,"None, None, Zephyr",59,3.88
TFT7_Heimerdinger,"None, None, Shroud",46,3.91
TFT7_Illaoi,"BrambleVest, GargoyleStoneplate, RedBuff",12,3.5
TFT7_Illaoi,"GargoyleStoneplate, RedBuff, Redemption",17,3.59
TFT7_Illaoi,"None, None, Shroud",20,4.45
TFT7_Illaoi,"GargoyleStoneplate, RedBuff, WarmogsArmor",31,4.45
TFT7_Illaoi,"NegatronCloak, None, None",13,4.46
TFT7_Jinx,"None, None, Zephyr",32,3.78
TFT7_Jinx,"None, None, Shroud",28,4.14
TFT7_Jinx,"None, None, PowerGauntlet",16,4.31
TFT7_Jinx,"Morellonomicon, None, None",16,4.31
TFT7_Jinx,"LastWhisper, None, None",17,4.47
TFT7_Karma,"None, None, Zephyr",24,3.54
TFT7_Karma,"None, None, Shroud",23,4.0
TFT7_Karma,"None, None, None",23387,4.5
TFT7_Karma,"Chalice, None, None",13,5.08
TFT7_Kayn,"None, None, RedBuff",12,4.33
TFT7_Kayn,"FrozenHeart, None, None",57,4.35
TFT7_Kayn,"None, None, None",23248,4.5
TFT7_Kayn,"None, None, Zephyr",20,5.25
TFT7_LeeSin,"None, None, None",23271,4.49
TFT7_LeeSin,"CavalierEmblemItem, None, None",12,4.83
TFT7_LeeSin,"None, None, RagewingEmblemItem",27,5.67
TFT7_Leona,"None, None, Shroud",31,3.58
TFT7_Leona,"ChainVest, None, None",16,3.94
TFT7_Leona,"None, None, Zephyr",23,4.04
TFT7_Leona,"None, None, TitanicHydra",53,4.49
TFT7_Leona,"None, None, None",22908,4.5
TFT7_Lillia,"LocketOfTheIronSolari, None, None",20,3.1
TFT7_Lillia,"None, None, Shroud",40,3.72
TFT7_Lillia,"None, None, TitanicHydra",16,3.88
TFT7_Lillia,"None, None, Zephyr",30,4.3
TFT7_Lillia,"None, None, ZekesHerald",16,4.38
TFT7_Lulu,"None, Redemption, ZekesHerald",16,2.31
TFT7_Lulu,"Chalice, PowerGauntlet, ZekesHerald",19,2.74
TFT7_Lulu,"None, None, RunaansHurricane",20,2.85
TFT7_Lulu,"IonicSpark, None, None",22,2.86
TFT7_Lulu,"LastWhisper, None, None",25,2.88
TFT7_Nami,"None, None, Shroud",35,3.43
TFT7_Nami,"BFSword, None, None",16,4.12
TFT7_Nami,"ArchangelsStaff, SpearOfShojin, StatikkShiv",30,4.13
TFT7_Nami,"LocketOfTheIronSolari, None, None",28,4.25
TFT7_Nami,"HextechGunblade, None, None",16,4.38
TFT7_Neeko,"GargoyleStoneplate, OrnnEternalWinter, RedBuff",25,2.76
TFT7_Neeko,"DragonsClaw, GargoyleStoneplate, Morellonomicon",12,2.92
TFT7_Neeko,"DragonsClaw, WarmogsArmor, WarmogsArmor",15,2.93
TFT7_Neeko,"BrambleVest, GargoyleStoneplate, Redemption",15,3.0
TFT7_Neeko,"GargoyleStoneplate, OrnnAnimaVisage, WarmogsArmor",14,3.07
TFT7_Nidalee,"None, None, None",23588,4.5
TFT7_Nunu,"FrozenHeart, IonicSpark, RedBuff",12,2.58
TFT7_Nunu,"IonicSpark, RedBuff, Redemption",30,2.7
TFT7_Nunu,"IonicSpark, RedBuff, WarmogsArmor",87,2.82
TFT7_Nunu,"RedBuff, Redemption, WarmogsArmor",44,3.02
TFT7_Nunu,"None, None, Zephyr",14,3.07
TFT7_Olaf,"Bloodthirster, Quicksilver, RunaansHurricane",20,4.1
TFT7_Olaf,"AssassinEmblemItem, InfinityEdge, RapidFireCannon",67,4.13
TFT7_Olaf,"AssassinEmblemItem, InfinityEdge, RunaansHurricane",158,4.4
TFT7_Olaf,"None, None, None",22859,4.5
