unit,items,value_count,average_placement
TFT7_AoShin,"ArchangelsStaff, HextechGunblade, MadredsBloodrazor",12,2.42
TFT7_AoShin,"ArchangelsStaff, MadredsBloodrazor, SpearOfShojin",28,2.57
TFT7_AoShin,"GuinsoosRageblade, JeweledGauntlet, UnstableConcoction",12,2.75
TFT7_AoShin,"ArchangelsStaff, HextechGunblade, SpearOfShojin",56,2.93
TFT7_AoShin,"ArchangelsStaff, RabadonsDeathcap, SpearOfShojin",21,3.19
TFT7_Aphelios,"ZekesHerald, ZekesHerald, ZekesHerald",17,3.71
TFT7_Aphelios,"LastWhisper, RunaansHurricane, ZekesHerald",49,4.24
TFT7_Aphelios,"LastWhisper, MadredsBloodrazor, ZekesHerald",13,4.38
TFT7_Aphelios,"InfinityEdge, LastWhisper, ZekesHerald",29,4.45
TFT7_Aphelios,"None, None, None",20911,4.49
TFT7_AquaticDragon,"Morellonomicon, OrnnZhonyasParadox, SeraphsEmbrace",14,2.57
TFT7_AquaticDragon,"JeweledGauntlet, Morellonomicon, RabadonsDeathcap",14,3.36
TFT7_AquaticDragon,"HextechGunblade, Morellonomicon, SpearOfShojin",15,3.53
TFT7_AquaticDragon,"HextechGunbladeRadiant, Morellonomicon, SeraphsEmbrace",12,3.67
TFT7_AquaticDragon,"JeweledGauntlet, RabadonsDeathcap, SeraphsEmbrace",60,3.72
TFT7_AurelionSol,"InfinityEdge, JeweledGauntlet, RabadonsDeathcap",12,3.58
TFT7_AurelionSol,"ArchangelsStaff, InfinityEdge, JeweledGauntlet",22,3.91
TFT7_AurelionSol,"InfinityEdge, JeweledGauntlet, SeraphsEmbrace",12,4.0
TFT7_AurelionSol,"InfinityEdge, JeweledGauntlet, MageEmblemItem",22,4.36
TFT7_AurelionSol,"None, None, None",20895,4.53
TFT7_Bard,"EmptyBag, EmptyBag, ThiefsGloves",17,1.18
TFT7_Bard,"ArchangelsStaff, None, None",14,2.29
TFT7_Bard,"GuardianAngel, None, None",28,2.43
TFT7_Bard,"None, StatikkShiv, ZekesHerald",14,2.5
TFT7_Bard,"None, None, RabadonsDeathcap",12,2.67
TFT7_Braum,"None, None, Zephyr",17,3.88
TFT7_Braum,"GargoyleStoneplate, None, None",29,3.97
TFT7_Braum,"None, None, RedBuff",25,4.16
TFT7_Braum,"FrozenHeart, None, None",37,4.19
TFT7_Braum,"None, None, Shroud",16,4.38
TFT7_Diana,"IonicSpark, RedBuff, UnstableConcoction",14,3.07
TFT7_Diana,"None, None, ZekesHerald",32,4.0
TFT7_Diana,"None, None, None",20988,4.51
TFT7_Diana,"None, None, RedBuff",13,4.54
TFT7_Diana,"IonicSpark, None, None",26,4.96
TFT7_DragonBlue,"ArchangelsStaff, HextechGunblade, MadredsBloodrazor",13,3.23
TFT7_DragonBlue,"ArchangelsStaff, HextechGunblade, JeweledGauntlet",13,3.38
TFT7_DragonBlue,"ArchangelsStaff, JeweledGauntlet, UnstableConcoction",15,3.73
TFT7_DragonBlue,"HextechGunblade, InfinityEdge, JeweledGauntlet",19,3.89
TFT7_DragonBlue,"ArchangelsStaff, ArchangelsStaff, MadredsBloodrazor",18,3.94
TFT7_DragonEarth,"FrozenHeart, GargoyleStoneplate, RedBuff",17,2.82
TFT7_DragonEarth,"FrozenHeart, GargoyleStoneplate, WarmogsArmor",12,2.92
TFT7_DragonEarth,"GargoyleStoneplate, Redemption, WarmogsArmor",12,3.17
TFT7_DragonEarth,"DragonsClaw, RedBuff, WarmogsArmor",14,3.21
TFT7_DragonEarth,"DragonsClaw, GargoyleStoneplate, WarmogsArmor",19,3.74
TFT7_DragonGold,"DragonsClaw, ShimmerscaleMogulsMail, WarmogsArmor",15,3.13
TFT7_DragonGold,"DragonsClaw, FrozenHeart, GargoyleStoneplate",16,3.5
TFT7_DragonGold,"DragonsClaw, GargoyleStoneplate, WarmogsArmor",18,3.67
TFT7_DragonGold,"FrozenHeart, GargoyleStoneplate, WarmogsArmor",20,3.85
TFT7_DragonGold,"GargoyleStoneplate, Redemption, ShimmerscaleMogulsMail",14,3.86
TFT7_DragonGreen,"Bloodthirster, TitansResolve, TitansResolve",17,3.65
TFT7_DragonGreen,"GuardianAngel, TitansResolve, UnstableConcoction",14,3.86
TFT7_DragonGreen,"Bloodthirster, MadredsBloodrazor, TitansResolve",14,4.36
TFT7_DragonGreen,"None, None, None",20914,4.51
TFT7_DragonGreen,"Bloodthirster, GuardianAngel, TitansResolve",56,4.52
TFT7_DragonGuild,"InfinityEdge, TitansResolve, UnstableConcoction",27,3.85
TFT7_DragonGuild,"Bloodthirster, InfinityEdge, TitansResolve",29,4.07
TFT7_DragonGuild,"None, None, None",20220,4.5
TFT7_DragonGuild,"Bloodthirster, None, None",12,4.83
TFT7_DragonGuild,"None, None, Zephyr",13,5.31
TFT7_DragonPurple,"EmptyBag, EmptyBag, ThiefsGloves",16,1.69
TFT7_DragonPurple,"Chalice, RabadonsDeathcap, ThiefsGloves",12,4.08
TFT7_DragonPurple,"None, None, None",20119,4.51
TFT7_DragonPurple,"Bloodthirster, GuardianAngel, TitansResolve",16,4.62
TFT7_DragonPurple,"None, None, TitansResolve",15,5.13
TFT7_DragonSwain,"None, None, None",21471,4.49
TFT7_DragonSwain,"GargoyleStoneplate, Morellonomicon, WarmogsArmor",14,4.71
TFT7_Ezreal,"None, None, None",21670,4.5
TFT7_Gnar,"None, None, Zephyr",19,4.26
TFT7_Gnar,"None, None, RedBuff",15,4.33
TFT7_Gnar,"None, None, None",21400,4.5
TFT7_Gnar,"None, None, TitanicHydra",14,4.79
TFT7_Gnar,"None, None, ZekesHerald",14,5.14
TFT7_Graves,"LastWhisper, TitansResolve, UnstableConcoction",12,3.08
TFT7_Graves,"GuardianAngel, InfinityEdge, RunaansHurricane",13,3.08
TFT7_Graves,"GuardianAngel, LastWhisper, TitansResolve",15,3.13
TFT7_Graves,"GuardianAngel, MadredsBloodrazor, RunaansHurricane",17,3.35
TFT7_Graves,"GuardianAngel, InfinityEdge, UnstableConcoction",19,3.53
TFT7_Hecarim,"None, None, PowerGauntlet",16,3.44
TFT7_Hecarim,"BrambleVest, FrozenHeart, None",15,3.47
TFT7_Hecarim,"MageEmblemItem, None, None",15,3.6
TFT7_Hecarim,"LocketOfTheIronSolari, None, None",30,3.63
TFT7_Hecarim,"FrozenHeart, None, Redemption",36,3.72
TFT7_Jax,"None, None, Zephyr",22,4.05
TFT7_Jax,"None, None, Shroud",22,4.14
TFT7_Jax,"None, None, RedBuff",35,4.46
TFT7_Jax,"None, None, None",20819,4.49
TFT7_Jax,"None, None, Redemption",15,4.73
TFT7_Jayce,"EmptyBag, EmptyBag, ThiefsGloves",20,1.25
TFT7_Jayce,"FrozenHeart, PowerGauntlet, ThiefsGloves",14,2.71
TFT7_Jayce,"InfinityEdge, JeweledGauntlet, ThiefsGloves",12,3.17
TFT7_Jayce,"None, None, PowerGauntlet",16,3.25
TFT7_Jayce,"FrozenHeart, None, WarmogsArmor",15,3.47
TFT7_Kaisa,"None, None, StatikkShiv",14,3.0
TFT7_Kaisa,"None, None, Zephyr",13,4.0
TFT7_Kaisa,"Morellonomicon, None, None",15,4.07
TFT7_Kaisa,"InfinityEdge, JeweledGauntlet, SpearOfShojin",18,4.39
TFT7_Kaisa,"None, None, None",21309,4.5
TFT7_Karma,"None, None, Shroud",18,4.06
TFT7_Karma,"InfinityEdge, JeweledGauntlet, SeraphsEmbrace",17,4.12
TFT7_Karma,"None, None, Zephyr",20,4.35
TFT7_Karma,"None, None, None",21485,4.5
TFT7_Karma,"None, None, StatikkShiv",14,4.57
TFT7_LeeSin,"None, None, Zephyr",16,3.06
TFT7_LeeSin,"Chalice, None, None",15,4.27
TFT7_LeeSin,"None, None, TitanicHydra",22,4.27
TFT7_LeeSin,"FrozenHeart, None, None",16,4.31
TFT7_LeeSin,"InfinityEdge, JeweledGauntlet, UnstableConcoction",33,4.42
TFT7_Leona,"None, None, Zephyr",21,3.38
TFT7_Leona,"GiantsBelt, None, None",13,4.31
TFT7_Leona,"FrozenHeart, None, None",26,4.35
TFT7_Leona,"None, None, Shroud",44,4.48
TFT7_Leona,"None, None, None",21143,4.5
TFT7_Lillia,"Chalice, None, None",23,2.91
TFT7_Lillia,"LocketOfTheIronSolari, None, None",17,3.53
TFT7_Lillia,"None, None, Zephyr",45,3.69
TFT7_Lillia,"None, None, PowerGauntlet",12,4.0
TFT7_Lillia,"NeedlesslyLargeRod, None, None",13,4.08
TFT7_Lux,"JeweledGauntlet, MadredsBloodrazor, SpearOfShojin",12,3.42
TFT7_Lux,"Morellonomicon, None, None",20,3.65
TFT7_Lux,"ArchangelsStaff, MadredsBloodrazor, SpearOfShojin",21,3.71
TFT7_Lux,"ArchangelsStaff, InfinityEdge, JeweledGauntlet",41,3.78
TFT7_Lux,"None, None, RecurveBow",14,3.79
TFT7_Malphite,"None, RedBuff, TitanicHydra",19,3.16
TFT7_Malphite,"GargoyleStoneplate, TitanicHydra, TitanicHydra",14,3.21
TFT7_Malphite,"None, None, Zephyr",31,3.26
TFT7_Malphite,"GiantsBelt, None, TitanicHydra",13,3.38
