unit,items,value_count,average_placement
TFT7_Aatrox,"None, None, None",15241,4.5
TFT7_Anivia,"HextechGunblade, Morellonomicon, SpearOfShojin",15,3.2
TFT7_Anivia,"ArchangelsStaff, Morellonomicon, RabadonsDeathcap",19,3.37
TFT7_Anivia,"ArchangelsStaff, MadredsBloodrazor, Morellonomicon",31,3.61
TFT7_Anivia,"JeweledGauntlet, Morellonomicon, SpearOfShojin",21,3.62
TFT7_Anivia,"Morellonomicon, SpearOfShojin, StatikkShiv",20,3.65
TFT7_AoShin,"ArchangelsStaff, ArchangelsStaff, SpearOfShojin",12,4.17
TFT7_AoShin,"ArchangelsStaff, HextechGunblade, SpearOfShojin",32,4.28
TFT7_AoShin,"None, None, None",14562,4.48
TFT7_AoShin,"ArchangelsStaff, MageEmblemItem, SpearOfShojin",30,4.57
TFT7_AoShin,"ArchangelsStaff, MadredsBloodrazor, SpearOfShojin",24,4.83
TFT7_Ashe,"None, None, RagewingEmblemItem",15,3.6
TFT7_Ashe,"LastWhisper, None, None",15,4.07
TFT7_Ashe,"None, None, Shroud",12,4.17
TFT7_Ashe,"None, None, Zephyr",13,4.46
TFT7_Ashe,"Morellonomicon, None, None",21,4.48
TFT7_AurelionSol,"HextechGunblade, JeweledGauntlet, Morellonomicon",25,2.4
TFT7_AurelionSol,"JeweledGauntlet, Morellonomicon, UnstableConcoction",17,2.59
TFT7_AurelionSol,"ArchangelsStaff, HextechGunblade, MadredsBloodrazor",77,2.66
TFT7_AurelionSol,"ArchangelsStaff, HextechGunblade, JeweledGauntlet",120,2.74
TFT7_AurelionSol,"ArchangelsStaff, HextechGunblade, Morellonomicon",117,2.75
TFT7_Bard,"None, None, RunaansHurricane",21,2.38
TFT7_Bard,"None, None, ShimmerscaleEmblemItem",17,2.41
TFT7_Bard,"LastWhisper, None, None",29,2.55
TFT7_Bard,"None, None, Quicksilver",22,2.59
TFT7_Bard,"GuinsoosRageblade, None, None",36,2.78
TFT7_Braum,"None, None, Shroud",16,4.06
TFT7_Braum,"None, None, None",14717,4.48
TFT7_Braum,"None, None, TitanicHydra",25,4.88
TFT7_Braum,"None, None, WarmogsArmor",13,5.08
TFT7_Braum,"GargoyleStoneplate, None, None",27,5.15
TFT7_Corki,"GuinsoosRageblade, LastWhisper, ShimmerscaleDravensAxe",13,3.08
TFT7_Corki,"GuinsoosRageblade, RunaansHurricane, StatikkShiv",13,3.31
TFT7_Corki,"GuinsoosRageblade, ShimmerscaleDravensAxe, UnstableConcoction",12,3.67
TFT7_Corki,"GuinsoosRageblade, InfinityEdge, StatikkShiv",21,3.81
TFT7_Corki,"GuinsoosRageblade, StatikkShiv, UnstableConcoction",13,3.92
TFT7_Diana,"FrozenHeart, IonicSpark, RedBuff",35,3.71
TFT7_Diana,"None, None, None",14789,4.48
TFT7_Diana,"FrozenHeart, IonicSpark, None",15,5.53
TFT7_Diana,"FrozenHeart, None, None",25,6.0
TFT7_DragonBlue,"ArchangelsStaff, MadredsBloodrazor, StatikkShiv",20,3.55
TFT7_DragonBlue,"GuinsoosRageblade, RevelEmblemItem, StatikkShiv",13,3.69
TFT7_DragonBlue,"ArchangelsStaff, MadredsBloodrazor, Morellonomicon",15,3.93
TFT7_DragonBlue,"ArchangelsStaff, GuinsoosRageblade, MadredsBloodrazor",42,3.95
TFT7_DragonBlue,"ArchangelsStaff, GuinsoosRageblade, JeweledGauntlet",14,4.07
TFT7_DragonGold,"DragonsClaw, GargoyleStoneplate, WarmogsArmor",29,3.48
TFT7_DragonGold,"GargoyleStoneplate, IonicSpark, RedBuff",13,3.54
TFT7_DragonGold,"BrambleVest, GargoyleStoneplate, RedBuff",21,3.76
TFT7_DragonGold,"DragonsClaw, GargoyleStoneplate, RedBuff",47,3.83
TFT7_DragonGold,"GargoyleStoneplate, RedBuff, Redemption",23,3.96
TFT7_DragonGreen,"Bloodthirster, GuardianAngel, MadredsBloodrazor",57,3.67
TFT7_DragonGreen,"Bloodthirster, RunaansHurricane, TitansResolve",16,3.81
TFT7_DragonGreen,"Bloodthirster, DragonsClaw, TitansResolve",17,3.82
TFT7_DragonGreen,"Bloodthirster, Quicksilver, TitansResolve",46,3.85
TFT7_DragonGreen,"GuardianAngel, TitansResolve, UnstableConcoction",51,3.86
TFT7_DragonPurple,"Bloodthirster, MadredsBloodrazor, UnstableConcoction",14,2.93
TFT7_DragonPurple,"Bloodthirster, GuinsoosRageblade, MadredsBloodrazor",22,3.5
TFT7_DragonPurple,"Bloodthirster, InfinityEdge, MadredsBloodrazor",14,3.64
TFT7_DragonPurple,"MadredsBloodrazor, TitansResolve, UnstableConcoction",15,3.73
TFT7_DragonPurple,"Bloodthirster, InfinityEdge, Quicksilver",19,3.74
