unit,items,value_count,average_placement
TFT7_Aatrox,"None, None, None",14076,4.5
TFT7_Anivia,"ArchangelsStaff, Morellonomicon, UnstableConcoction",13,3.15
TFT7_Anivia,"Morellonomicon, RabadonsDeathcap, SpearOfShojin",12,3.42
TFT7_Anivia,"Morellonomicon, SpearOfShojin, UnstableConcoction",13,3.54
TFT7_Anivia,"JeweledGauntlet, Morellonomicon, SpearOfShojin",17,3.65
TFT7_Anivia,"ArchangelsStaff, SpearOfShojin, StatikkShiv",12,3.67
TFT7_AoShin,"ArchangelsStaff, Bloodthirster, SpearOfShojin",12,3.83
TFT7_AoShin,"ArchangelsStaff, HextechGunblade, SpearOfShojin",32,3.97
TFT7_AoShin,"ArchangelsStaff, HextechGunblade, MageEmblemItem",12,4.0
TFT7_AoShin,"ArchangelsStaff, JeweledGauntlet, SpearOfShojin",29,4.07
TFT7_AoShin,"ArchangelsStaff, MageEmblemItem, SpearOfShojin",21,4.1
TFT7_Ashe,"Morellonomicon, None, None",22,3.73
TFT7_Ashe,"None, None, Shroud",16,3.75
TFT7_Ashe,"None, None, Zephyr",17,3.82
TFT7_Ashe,"BFSword, None, None",16,4.0
TFT7_Ashe,"None, None, ZekesHerald",18,4.11
TFT7_AurelionSol,"HextechGunblade, JeweledGauntlet, MadredsBloodrazor",23,2.17
TFT7_AurelionSol,"ArchangelsStaff, ArchangelsStaff, Morellonomicon",14,2.29
TFT7_AurelionSol,"Bloodthirster, JeweledGauntlet, Morellonomicon",16,2.31
TFT7_AurelionSol,"HextechGunblade, MadredsBloodrazor, Morellonomicon",17,2.47
TFT7_AurelionSol,"ArchangelsStaff, ArchangelsStaff, JeweledGauntlet",17,2.53
TFT7_Bard,"LastWhisper, None, None",21,2.43
TFT7_Bard,"None, None, RunaansHurricane",20,2.45
TFT7_Bard,"CannoneerEmblemItem, None, None",15,2.6
TFT7_Bard,"None, None, Redemption",16,2.62
TFT7_Bard,"None, None, SeraphsEmbrace",42,2.76
TFT7_Braum,"FrozenHeart, None, None",15,4.27
TFT7_Braum,"None, None, Redemption",16,4.31
TFT7_Braum,"None, None, Shroud",28,4.43
TFT7_Braum,"None, None, None",13360,4.47
TFT7_Braum,"None, None, TitanicHydra",47,4.68
TFT7_Corki,"GuinsoosRageblade, StatikkShiv, UnstableConcoction",12,3.33
TFT7_Corki,"GuinsoosRageblade, RunaansHurricane, UnstableConcoction",17,3.41
TFT7_Corki,"GuinsoosRageblade, MadredsBloodrazor, MadredsBloodrazor",12,3.5
TFT7_Corki,"GuinsoosRageblade, LastWhisper, RunaansHurricane",21,3.57
TFT7_Corki,"GuinsoosRageblade, InfinityEdge, RunaansHurricane",28,3.82
TFT7_Diana,"FrozenHeart, IonicSpark, RedBuff",39,4.13
TFT7_Diana,"FrozenHeart, None, RedBuff",14,4.43
TFT7_Diana,"None, None, None",13624,4.49
TFT7_Diana,"FrozenHeart, IonicSpark, None",21,5.14
TFT7_Diana,"FrozenHeart, None, None",25,5.68
TFT7_DragonBlue,"ArchangelsStaff, HextechGunblade, MadredsBloodrazor",12,3.42
TFT7_DragonBlue,"ArchangelsStaff, JeweledGauntlet, MadredsBloodrazor",24,3.67
TFT7_DragonBlue,"ArchangelsStaff, MadredsBloodrazor, UnstableConcoction",12,3.67
TFT7_DragonBlue,"GuinsoosRageblade, Quicksilver, RevelEmblemItem",36,3.67
TFT7_DragonBlue,"ArchangelsStaff, GuinsoosRageblade, StatikkShiv",19,3.68
TFT7_DragonGold,"GargoyleStoneplate, OrnnEternalWinter, RedBuff",12,3.42
TFT7_DragonGold,"GargoyleStoneplate, IonicSpark, RedBuff",15,3.67
TFT7_DragonGold,"GargoyleStoneplate, GargoyleStoneplate, RedBuff",27,4.11
TFT7_DragonGold,"GargoyleStoneplate, RedBuff, Redemption",23,4.13
TFT7_DragonGold,"GargoyleStoneplate, Redemption, WarmogsArmor",14,4.14
TFT7_DragonGreen,"InfinityEdge, MadredsBloodrazor, UnstableConcoction",13,3.23
TFT7_DragonGreen,"TitansResolve, TitansResolve, UnstableConcoction",19,3.32
TFT7_DragonGreen,"GuardianAngel, MadredsBloodrazor, TitansResolve",26,3.58
TFT7_DragonGreen,"Bloodthirster, GuardianAngel, GuinsoosRageblade",20,3.65
TFT7_DragonGreen,"Bloodthirster, GuinsoosRageblade, MadredsBloodrazor",12,3.75
TFT7_DragonPurple,"InfinityEdge, TitansResolve, UnstableConcoction",21,3.33
TFT7_DragonPurple,"Bloodthirster, InfinityEdge, MadredsBloodrazor",12,3.58
TFT7_DragonPurple,"Bloodthirster, GuinsoosRageblade, Quicksilver",26,3.77
TFT7_DragonPurple,"AssassinEmblemItem, InfinityEdge, UnstableConcoction",14,3.79
TFT7_DragonPurple,"Bloodthirster, GuardianAngel, InfinityEdge",12,3.83
TFT7_Elise,"None, None, None",13734,4.49
TFT7_Elise,"Bloodthirster, GuinsoosRageblade, Quicksilver",58,4.59
TFT7_Ezreal,"None, None, None",14105,4.5
TFT7_Gnar,"IonicSpark, None, None",16,2.44
TFT7_Gnar,"None, None, Redemption",17,2.88
TFT7_Gnar,"None, None, TitanicHydra",83,3.49
TFT7_Gnar,"None, None, Shroud",87,3.87
TFT7_Gnar,"ForceOfNature, None, None",17,4.0
TFT7_Hecarim,"IonicSpark, None, None",14,3.57
TFT7_Hecarim,"LocketOfTheIronSolari, None, None",14,3.57
TFT7_Hecarim,"None, None, Zephyr",32,4.06
TFT7_Hecarim,"None, None, RedBuff",20,4.1
TFT7_Hecarim,"Morellonomicon, None, None",46,4.26
TFT7_Heimerdinger,"ChainVest, None, None",16,3.31
TFT7_Heimerdinger,"LocketOfTheIronSolari, None, None",12,3.33
TFT7_Heimerdinger,"None, None, StatikkShiv",22,3.45
TFT7_Heimerdinger,"None, None, Shroud",61,3.48
TFT7_Heimerdinger,"ForceOfNature, None, None",25,3.6
TFT7_Illaoi,"None, None, ThiefsGloves",14,1.21
TFT7_Illaoi,"GargoyleStoneplate, TitanicHydra, TitanicHydra",14,2.93
TFT7_Illaoi,"None, Shroud, TitanicHydra",15,3.07
TFT7_Illaoi,"FrozenHeart, None, None",16,3.69
TFT7_Illaoi,"None, RedBuff, TitanicHydra",13,3.69
TFT7_Jinx,"None, None, None",13568,4.49
TFT7_Jinx,"None, None, Zephyr",13,4.54
TFT7_Jinx,"None, None, StatikkShiv",26,4.62
TFT7_Jinx,"None, None, ZekesHerald",27,4.81
TFT7_Jinx,"BFSword, None, None",18,5.06
TFT7_Karma,"None, None, Zephyr",13,4.08
TFT7_Karma,"None, None, Shroud",15,4.2
TFT7_Karma,"None, None, None",13985,4.5
TFT7_Kayn,"None, None, None",13943,4.49
TFT7_Kayn,"FrozenHeart, None, None",37,4.86
TFT7_LeeSin,"None, None, None",13896,4.49
TFT7_Leona,"None, None, Shroud",19,3.74
TFT7_Leona,"CavalierEmblemItem, None, None",14,4.07
TFT7_Leona,"None, None, None",13856,4.5
TFT7_Leona,"None, None, TitanicHydra",18,4.61
TFT7_Leona,"None, None, Zephyr",13,4.92
TFT7_Lillia,"None, None, Zephyr",18,3.94
TFT7_Lillia,"IonicSpark, None, None",12,4.0
TFT7_Lillia,"ArchangelsStaff, Bloodthirster, IonicSpark",18,4.22
TFT7_Lillia,"None, None, Shroud",12,4.25
TFT7_Lillia,"MirageEmblemItem, None, None",17,4.41
TFT7_Lulu,"Chalice, PowerGauntlet, ZekesHerald",15,1.93
TFT7_Lulu,"Chalice, Chalice, PowerGauntlet",19,2.26
