unit,items,value_count,average_placement
TFT7_Aatrox,"None, None, None",7090,4.5
TFT7_Anivia,"ArchangelsStaff, MadredsBloodrazor, Morellonomicon",14,2.86
TFT7_Anivia,"ArchangelsStaff, Morellonomicon, StatikkShiv",12,3.25
TFT7_Anivia,"ArchangelsStaff, HextechGunblade, Morellonomicon",22,3.32
TFT7_Anivia,"ArchangelsStaff, Morellonomicon, SpearOfShojin",32,3.62
TFT7_Anivia,"Morellonomicon, None, SpearOfShojin",14,3.71
TFT7_AoShin,"ArchangelsStaff, JeweledGauntlet, SpearOfShojin",19,3.89
TFT7_AoShin,"ArchangelsStaff, ArchangelsStaff, SpearOfShojin",12,3.92
TFT7_AoShin,"InfinityEdge, JeweledGauntlet, SpearOfShojin",12,4.0
TFT7_AoShin,"ArchangelsStaff, HextechGunblade, SpearOfShojin",35,4.26
TFT7_AoShin,"None, None, None",6575,4.49
TFT7_Ashe,"None, None, StatikkShiv",31,3.9
TFT7_Ashe,"None, None, Zephyr",13,4.0
TFT7_Ashe,"None, None, None",6849,4.51
TFT7_AurelionSol,"ArchangelsStaff, ArchangelsStaff, HextechGunblade",15,1.73
TFT7_AurelionSol,"ArchangelsStaff, Bloodthirster, JeweledGauntlet",13,2.38
TFT7_AurelionSol,"ArchangelsStaff, HextechGunblade, Morellonomicon",22,2.59
TFT7_AurelionSol,"ArchangelsStaff, JeweledGauntlet, UnstableConcoction",14,2.71
TFT7_AurelionSol,"ArchangelsStaff, ArchangelsStaff, UnstableConcoction",12,2.75
TFT7_Bard,"None, None, Shroud",38,2.63
TFT7_Bard,"None, None, Zephyr",37,2.86
TFT7_Bard,"None, None, PowerGauntlet",23,2.87
TFT7_Bard,"LastWhisper, None, None",14,3.0
TFT7_Bard,"LocketOfTheIronSolari, None, None",16,3.0
TFT7_Braum,"None, None, Zephyr",13,3.69
TFT7_Braum,"None, None, None",6738,4.49
TFT7_Braum,"None, None, WarmogsArmor",20,4.7
TFT7_Braum,"None, None, TitanicHydra",16,5.19
TFT7_Corki,"GuinsoosRageblade, InfinityEdge, UnstableConcoction",38,3.97
TFT7_Corki,"GuinsoosRageblade, LastWhisper, MadredsBloodrazor",18,4.06
TFT7_Corki,"GuinsoosRageblade, MadredsBloodrazor, UnstableConcoction",52,4.1
TFT7_Corki,"InfinityEdge, LastWhisper, MadredsBloodrazor",16,4.12
TFT7_Corki,"InfinityEdge, MadredsBloodrazor, UnstableConcoction",21,4.14
TFT7_Diana,"FrozenHeart, IonicSpark, RedBuff",28,3.93
TFT7_Diana,"None, None, None",6684,4.46
TFT7_Diana,"FrozenHeart, None, None",20,6.0
TFT7_DragonBlue,"GuinsoosRageblade, Quicksilver, RevelEmblemItem",16,3.44
TFT7_DragonBlue,"ArchangelsStaff, GuinsoosRageblade, MadredsBloodrazor",17,4.0
TFT7_DragonBlue,"GuinsoosRageblade, MadredsBloodrazor, Quicksilver",15,4.2
TFT7_DragonBlue,"None, None, None",6545,4.51
TFT7_DragonGold,"DragonsClaw, RedBuff, WarmogsArmor",12,3.17
TFT7_DragonGold,"DragonsClaw, GargoyleStoneplate, RedBuff",17,3.76
TFT7_DragonGold,"GargoyleStoneplate, RedBuff, WarmogsArmor",30,3.9
TFT7_DragonGold,"GargoyleStoneplate, GargoyleStoneplate, RedBuff",15,4.07
TFT7_DragonGold,"GargoyleStoneplate, RedBuff, ShimmerscaleMogulsMail",17,4.12
TFT7_DragonGreen,"GuardianAngel, TitansResolve, UnstableConcoction",16,2.69
TFT7_DragonGreen,"Bloodthirster, GuardianAngel, InfinityEdge",17,2.71
TFT7_DragonGreen,"Bloodthirster, GuardianAngel, MadredsBloodrazor",30,3.2
TFT7_DragonGreen,"Bloodthirster, OrnnInfinityForce, TitansResolve",14,3.43
TFT7_DragonGreen,"GuardianAngel, MadredsBloodrazor, UnstableConcoction",12,3.5
TFT7_DragonPurple,"Bloodthirster, Quicksilver, TitansResolve",20,3.75
TFT7_DragonPurple,"None, None, None",6332,4.49
TFT7_DragonPurple,"Bloodthirster, InfinityEdge, TitansResolve",14,4.5
TFT7_DragonPurple,"Bloodthirster, GuinsoosRageblade, MadredsBloodrazor",15,4.53
TFT7_DragonPurple,"Bloodthirster, GuinsoosRageblade, TitansResolve",28,4.57
TFT7_Elise,"None, None, None",6710,4.48
TFT7_Elise,"Bloodthirster, GuinsoosRageblade, Quicksilver",86,4.52
TFT7_Elise,"GuinsoosRageblade, Quicksilver, UnstableConcoction",12,4.58
TFT7_Elise,"ArchangelsStaff, Bloodthirster, GuinsoosRageblade",14,5.36
TFT7_Ezreal,"None, None, None",7088,4.49
TFT7_Gnar,"None, None, Zephyr",31,3.26
TFT7_Gnar,"None, None, Shroud",44,3.48
TFT7_Gnar,"MysticEmblemItem, None, None",12,3.5
TFT7_Gnar,"None, None, TitanicHydra",30,3.8
TFT7_Gnar,"None, None, RedBuff",23,3.96
TFT7_Hecarim,"Morellonomicon, None, None",17,4.12
TFT7_Hecarim,"MirageEmblemItem, None, None",35,4.23
TFT7_Hecarim,"None, None, TitanicHydra",12,4.42
TFT7_Hecarim,"None, None, Shroud",15,4.53
TFT7_Hecarim,"None, None, None",6521,4.53
TFT7_Heimerdinger,"NeedlesslyLargeRod, None, None",12,3.17
TFT7_Heimerdinger,"None, None, Shroud",36,3.25
TFT7_Heimerdinger,"None, None, Zephyr",37,3.57
TFT7_Heimerdinger,"None, None, RecurveBow",20,3.95
TFT7_Heimerdinger,"Chalice, None, None",13,4.23
TFT7_Illaoi,"None, TitanicHydra, TitanicHydra",14,4.43
TFT7_Illaoi,"None, None, None",6077,4.52
TFT7_Illaoi,"None, None, TitanicHydra",41,4.8
TFT7_Illaoi,"GargoyleStoneplate, RedBuff, WarmogsArmor",16,4.88
TFT7_Illaoi,"None, None, Shroud",15,5.07
TFT7_Jinx,"None, None, StatikkShiv",16,3.88
TFT7_Jinx,"None, None, None",6890,4.51
TFT7_Karma,"None, None, None",6985,4.49
TFT7_Karma,"InfinityEdge, JeweledGauntlet, SeraphsEmbrace",13,6.54
TFT7_Kayn,"None, None, None",7050,4.49
TFT7_LeeSin,"None, None, None",6933,4.49
TFT7_Leona,"None, None, None",6933,4.49
TFT7_Lillia,"None, None, None",6831,4.48
TFT7_Lillia,"ArchangelsStaff, Bloodthirster, IonicSpark",18,5.0
TFT7_Lillia,"IonicSpark, MadredsBloodrazor, UnstableConcoction",14,5.36
TFT7_Lulu,"Chalice, None, PowerGauntlet",14,2.21
TFT7_Lulu,"Chalice, None, ZekesHerald",18,2.22
TFT7_Lulu,"None, None, Shroud",70,3.3
TFT7_Lulu,"Chalice, Chalice, None",13,3.46
TFT7_Lulu,"None, None, Zephyr",44,3.5
TFT7_Nami,"None, None, ThiefsGloves",12,1.5
TFT7_Nami,"None, None, Zephyr",19,3.47
TFT7_Nami,"LocketOfTheIronSolari, None, None",15,3.87
TFT7_Nami,"None, None, PowerGauntlet",14,4.36
TFT7_Nami,"None, None, Shroud",18,4.44
TFT7_Neeko,"GargoyleStoneplate, IonicSpark, WarmogsArmor",14,2.36
TFT7_Neeko,"DragonsClaw, RedBuff, WarmogsArmor",20,2.85
TFT7_Neeko,"DragonsClaw, GargoyleStoneplate, RedBuff",14,3.0
TFT7_Neeko,"BrambleVest, DragonsClaw, RedBuff",12,3.58
TFT7_Neeko,"GargoyleStoneplate, RedBuff, TitanicHydra",14,3.64
TFT7_Nidalee,"None, None, None",7057,4.49
TFT7_Nidalee,"Deathblade, GuinsoosRageblade, Quicksilver",13,4.92
TFT7_Nunu,"None, None, None",6543,4.5
TFT7_Nunu,"None, None, RedBuff",23,5.87
TFT7_Olaf,"AssassinEmblemItem, InfinityEdge, RapidFireCannon",31,4.26
TFT7_Olaf,"None, None, None",6650,4.46
