unit,items,value_count,average_placement
TFT7_Aatrox,"None, None, Zephyr",19,3.11
TFT7_Aatrox,"None, None, PowerGauntlet",15,3.33
TFT7_Aatrox,"None, None, Shroud",19,3.42
TFT7_Aatrox,"None, None, TitanicHydra",36,3.86
TFT7_Aatrox,"None, None, RedBuff",12,4.42
TFT7_Anivia,"ArchangelsStaff, ArchangelsStaff, HextechGunblade",16,2.75
TFT7_Anivia,"HextechGunblade, MadredsBloodrazor, Morellonomicon",20,3.15
TFT7_Anivia,"InfinityEdge, JeweledGauntlet, Morellonomicon",28,3.21
TFT7_Anivia,"ArchangelsStaff, Morellonomicon, RabadonsDeathcap",41,3.22
TFT7_Anivia,"ArchangelsStaff, MadredsBloodrazor, Morellonomicon",40,3.28
TFT7_AoShin,"MadredsBloodrazor, RabadonsDeathcap, SpearOfShojin",12,2.25
TFT7_AoShin,"ArchangelsStaff, HextechGunblade, RabadonsDeathcap",14,2.57
TFT7_AoShin,"ArchangelsStaff, OrnnZhonyasParadox, SpearOfShojin",15,2.67
TFT7_AoShin,"ArchangelsStaff, Morellonomicon, SpearOfShojin",14,2.79
TFT7_AoShin,"ArchangelsStaff, HextechGunblade, InfinityEdge",16,2.81
TFT7_Ashe,"LastWhisper, None, None",53,3.43
TFT7_Ashe,"None, None, Zephyr",70,3.56
TFT7_Ashe,"ForceOfNature, None, None",26,3.62
TFT7_Ashe,"MadredsBloodrazor, None, None",13,3.69
TFT7_Ashe,"GuinsoosRageblade, None, None",20,3.75
TFT7_AurelionSol,"HextechGunblade, InfinityEdge, JeweledGauntlet",39,3.03
TFT7_AurelionSol,"ArchangelsStaff, Bloodthirster, MageEmblemItem",12,3.25
TFT7_AurelionSol,"ArchangelsStaff, HextechGunblade, JeweledGauntlet",82,3.37
TFT7_AurelionSol,"ArchangelsStaff, ArchangelsStaff, HextechGunblade",41,3.37
TFT7_AurelionSol,"ArchangelsStaff, ArchangelsStaff, Bloodthirster",12,3.58
TFT7_Bard,"None, None, ThiefsGloves",15,1.13
TFT7_Bard,"None, None, RunaansHurricane",50,2.42
TFT7_Bard,"IonicSpark, None, None",19,2.68
TFT7_Bard,"None, None, Redemption",56,2.7
TFT7_Bard,"LastWhisper, None, None",62,2.74
TFT7_Braum,"FrozenHeart, None, None",25,4.08
TFT7_Braum,"BrambleVest, None, None",31,4.1
TFT7_Braum,"None, None, Zephyr",49,4.14
TFT7_Braum,"None, None, Shroud",61,4.15
TFT7_Braum,"None, None, None",44020,4.49
TFT7_Corki,"GuinsoosRageblade, UnstableConcoction, UnstableConcoction",14,3.21
TFT7_Corki,"MadredsBloodrazor, RunaansHurricane, StatikkShiv",20,3.25
TFT7_Corki,"GuinsoosRageblade, StatikkShiv, StatikkShiv",18,3.33
TFT7_Corki,"InfinityEdge, StatikkShiv, UnstableConcoction",18,3.56
TFT7_Corki,"HextechGunblade, InfinityEdge, RunaansHurricane",18,3.61
TFT7_Diana,"IonicSpark, RedBuff, UnstableConcoction",13,3.77
TFT7_Diana,"FrozenHeart, InfinityEdge, IonicSpark",22,3.82
TFT7_Diana,"FrozenHeart, IonicSpark, UnstableConcoction",19,3.84
TFT7_Diana,"ArchangelsStaff, FrozenHeart, IonicSpark",13,4.15
TFT7_Diana,"FrozenHeart, IonicSpark, RedBuff",80,4.31
TFT7_DragonBlue,"GuinsoosRageblade, MadredsBloodrazor, Morellonomicon",12,3.0
TFT7_DragonBlue,"ArchangelsStaff, InfinityEdge, MadredsBloodrazor",23,3.0
TFT7_DragonBlue,"HextechGunblade, JeweledGauntlet, MadredsBloodrazor",17,3.06
TFT7_DragonBlue,"GuinsoosRageblade, HextechGunblade, WhispersEmblemItem",48,3.1
TFT7_DragonBlue,"GuinsoosRageblade, Quicksilver, WhispersEmblemItem",85,3.12
TFT7_DragonGold,"RedBuff, ShimmerscaleHeartOfGold, ShimmerscaleMogulsMail",15,2.87
TFT7_DragonGold,"DragonsClaw, RedBuff, Redemption",16,3.31
TFT7_DragonGold,"DragonsClaw, GargoyleStoneplate, GargoyleStoneplate",19,3.42
